m,y;M,AY;s; 
s,ou,l,s;S,OW,L,Z;s; 
p,a,s,t;P,AW,S,T;s; 
a;AH;s; 
w,e,ll;W,EH,L;s; 
a,n,d;AH,N,D;s; 
t,o;T,UW;s; 
th,e;DH,AH;s; 
o,f;AH,V;s; 
th,e;DH,AH;s; 
b,e,s,i,d,e,s;B,IH,S,ə,IH,D,Z;s; 
a;AH;s; 
b,y;B,AY;s; 
y,ea,r;Y,IH,R;s; 
th,u,s;DH,ɤ,S;s; 
r,u,n,s;R,AH,N,Z;s; 
th,e;DH,AH;s; 
b,i,ll;B,IH,L;s; 
d,r,i,n,k;D,R,IH,NG,K;s; 
th,e;DH,AH;s; 
c,u,p;K,ɤ,P;s; 
a,n,d;AH,N,D;s; 
a,ll;AA,L;s; 
th,e;DH,AH;s; 
i,s;IH,Z;s; 
f,u,ll;F,UH,L;s; 
o,f;AH,V;s; 
a,n,d;AH,N,D;s; 
f,ai,r;F,EH,R;s; 
r,e,g,a,r,d;r,IH,G,AA,R,D;s; 
th,e;DH,AH;s; 
o,f;AH,V;s; 
h,i,s;HH,IH,Z;s; 
y,ou,th;Y,UW,TH;s; 
i,t;IH,T;s; 
n,o,t;N,AA,T;s; 
th,e;DH,AH;s; 
b,r,ea,th;B,R,EH,TH;s; 
n,o;N,OW;s; 
s,oo,n,e,r;S,UW,N,ǝ,R;s; 
l,e,f,t;L,EH,F,T;s; 
h,i,s;HH,IH,Z;s; 
b,o,d,y;B,AA,D,IY;s; 
b,u,t;B,AH,T;s; 
th,a,t;DH,AE,T;s; 
h,i,s;HH,IH,Z;s; 
m,o,r,t,i,f,ie,d;M,AO,R,T,AH,F,AY,D;s; 
i,n;IH,N;s; 
h,i,m;HH,IH,M;s; 
t,o;T,UW;s; 
t,oo;T,UW;s; 
y,ea;Y,EH;s; 
a,t;AE,T;s; 
th,a,t;DH,AE,T;s; 
v,e,r,y;V,EH,R,IY;s; 
m,o,m,e,n,t;M,OW,M,AH,N,T;s; 
a,n;AE,N;s; 
a,n,g,e,l;EY,N,JH,AH,L;s; 
a,n,d;AH,N,D;s; 
a,d,a,m;AE,D,AH,M;s; 
ou,t;AW,T;s; 
o,f;AH,V;s; 
h,i,m;HH,IH,M;s; 
h,i,s;HH,IH,Z;s; 
b,o,d,y;B,AA,D,IY;s; 
a,s;AE,Z;s; 
a;AH;s; 
e,n,v,e,l,o,p;IH,N,V,EH,L,AH,P;s; 
a,n,d;AH,N,D;s; 
c,o,n,t,ai,n;K,AH,N,T,EY,N;s; 
s,p,i,r,i,t,s;S,P,IH,R,AH,T,S;s; 
n,e,v,e,r;N,e,V,ǝ,R;s; 
w,a,s;W,AA,Z;s; 
a;AH;s; 
s,u,dd,e,n;S,AH,D,AH,N;s; 
n,e,v,e,r;N,e,V,ǝ,R;s; 
i,n;IH,N;s; 
a;AH;s; 
f,l,oo,d;F,L,AH,D;s; 
w,i,th;W,IH,DH;s; 
a;AH;s; 
h,ea,d,y;e,D,ǝ,IH;s; 
sc,ou,r,i,n,g;S,K,OW,R,IH,N;s; 
f,au,l,t,s;F,AO,L,T,S;s; 
n,o,r;N,AO,R;s; 
n,e,v,e,r;N,e,V,ǝ,R;s; 
h,y,d,r,a,-,h,ea,d,e,d;ǝ,IH,D,r,ǝ,-,ˌ,e,D,IH,D;s; 
s,o;S,OW;s; 
s,oo,n;S,UW,N;s; 
d,i,d;D,IH,D;s; 
h,i,s;HH,IH,Z;s; 
s,ea,t;S,IY,T;s; 
a,n,d;AH,N,D;s; 
a,ll;AA,L;s; 
a,t;AE,T;s; 
a,s;AE,Z;s; 
i,n;IH,N;s; 
th,i,s;DH,IH,S;s; 
h,i,m;HH,IH,M;s; 
b,u,t;B,AH,T;s; 
r,ea,s,o,n;r,EH,Z,ǝ,N;s; 
i,n;IH,N;s; 
d,i,v,i,n,i,t,y;D,IH,V,IH,N,AH,T,IY;s; 
a,n,d;AH,N,D;s; 
w,i,th;W,IH,DH;s; 
a,n;AE,N;s; 
i,n,w,a,r,d;IH,N,W,ǝ,R,D;s; 
w,i,sh;W,IH,SH;s; 
y,ou;Y,UW;s; 
th,e;DH,AH;s; 
w,re;W,ER;s; 
a;AH;s; 
h,i,m;HH,IH,M;s; 
o,f;AH,V;s; 
c,o,mm,o,n,w,ea,l,th;K,AA,M,AH,N,W,EH,L,TH;s; 
a,ff,ai,r,s;AH,F,EH,R,Z;s; 
y,ou;Y,UW;s; 
i,t;IH,T;s; 
h,a,th;HH,AE,TH;s; 
b,ee,n;B,IH,N;s; 
a,ll;AA,L;s; 
i,n;IH,N;s; 
a,ll;AA,L;s; 
h,i,s;HH,IH,Z;s; 
s,t,u,d,y;S,T,AH,D,IY;s; 
l,i,s,t;L,IH,S,T;s; 
h,i,s;HH,IH,Z;s; 
o,f;AH,V;s; 
w,a,r;W,AO,R;s; 
a,n,d;AH,N,D;s; 
y,ou;Y,UW;s; 
sh,a,ll;SH,AE,L;s; 
a;AH;s; 
f,ea,r,f,u,l;F,IH,R,F,AH,L;s; 
y,ou;Y,UW;s; 
i,n;IH,N;s; 
t,u,r,n;T,ɐ,R,N;s; 
h,i,m;HH,IH,M;s; 
t,o;T,UW;s; 
o,f;AH,V;s; 
th,e;DH,AH;s; 
o,f;AH,V;s; 
i,t;IH,T;s; 
h,e;HH,IY;s; 
w,i,ll;W,IH,L;s; 
a,s;AE,Z;s; 
h,i,s;HH,IH,Z;s; 
g,a,r,t,e,r;G,AA,R,T,ǝ,R;s; 
th,a,t;DH,AE,T;s; 
wh,e,n;ʍ,e,N;s; 
h,e;HH,IY;s; 
s,p,ea,k,s;S,P,IY,K,S;s; 
th,e;DH,AH;s; 
ai,r;EH,R;s; 
a;AH;s; 
ch,a,r,t,e,r,e,d;T,SH,AW,R,T,ǝ,R,D;s; 
i,s;IH,Z;s; 
s,t,i,ll;S,T,IH,L;s; 
a,n,d;AH,N,D;s; 
th,e;DH,AH;s; 
w,o,n,d,e,r;W,ɤ,N,D,ǝ,R;s; 
i,n;IH,N;s; 
ea,r,s;IY,R,Z;s; 
t,o;T,UW;s; 
s,t,ea,l;S,T,IY,L;s; 
h,i,s;HH,IH,Z;s; 
s,w,ee,t;S,W,IY,T;s; 
a,n,d;AH,N,D;s; 
s,e,n,t,e,n,c,e,s;S,EH,N,T,AH,N,S,AH,Z;s; 
s,o;S,OW;s; 
th,a,t;DH,AE,T;s; 
th,e;DH,AH;s; 
a,r,t;AA,R,T;s; 
a,n,d;AH,N,D;s; 
p,a,r,t;P,AA,R,T;s; 
o,f;AH,V;s; 
m,u,s,t;M,AH,S,T;s; 
b,e;B,IY;s; 
th,e;DH,AH;s; 
m,i,s,t,r,e,ss;M,IH,S,T,R,AH,S;s; 
t,o;T,UW;s; 
th,i,s;DH,IH,S;s; 
i,s;IH,Z;s; 
a;AH;s; 
w,o,n,d,e,r;W,ɤ,N,D,ǝ,R;s; 
h,i,s;HH,IH,Z;s; 
g,l,ea,n;G,L,IY,N;s; 
i,t;IH,T;s; 
h,i,s;HH,IH,Z;s; 
w,a,s;W,AA,Z;s; 
t,o;T,UW;s; 
v,ai,n;V,EY,N;s; 
h,i,s;HH,IH,Z;s; 
c,o,m,p,a,n,ie,s;K,AH,M,P,AH,N,IY,Z;s; 
a,n,d;AH,N,D;s; 
h,i,s;HH,IH,Z;s; 
u,p;AH,P;s; 
w,i,th;W,IH,DH;s; 
b,a,n,q,ue,t,s;B,AW,NG,K,IH,T,S;s; 
s,p,o,r,t,s;S,P,AO,R,T,S;s; 
a,n,d;AH,N,D;s; 
n,e,v,e,r;N,e,V,ǝ,R;s; 
n,o,t,e,d;N,OW,T,AH,D;s; 
i,n;IH,N;s; 
h,i,m;HH,IH,M;s; 
s,t,u,d,y;S,T,AH,D,IY;s; 
r,e,t,i,r,e,m,e,n,t;r,IH,T,ǝ,IH,R,M,ǝ,N,T;s; 
f,r,o,m;F,R,AH,M;s; 
o,p,e,n;OW,P,ǝ,N;s; 
a,n,d;AH,N,D;s; 
i,t;IH,T;s; 
m,u,s,t;M,AH,S,T;s; 
b,e;B,IY;s; 
s,o;S,OW;s; 
f,o,r;F,AO,R;s; 
a,n,d;AH,N,D;s; 
th,e,r,e,f,re;DH,EH,R,F,AO,R;s; 
w,e;W,IY;s; 
m,u,s,t;M,AH,S,T;s; 
n,ee,d,s;N,IY,D,Z;s; 
a,d,m,i,t;AH,D,M,IH,T;s; 
th,e;DH,AH;s; 
m,ea,n,s;M,IY,N,Z;s; 
h,e;HH,IY;s; 
s,ee,m,s;S,IY,M,Z;s; 
o,r;AO,R;s; 
u,p,o,n;AH,P,AA,N;s; 
ou,r;OW,R;s; 
p,a,r,t;P,AA,R,T;s; 
th,a,n;DH,AE,N;s; 
a,g,ai,n,s,t;AH,G,EH,N,S,T;s; 
u,s;AH,S;s; 
f,o,r;F,AO,R;s; 
i;AY;s; 
a,n;AE,N;s; 
o,ff,e,r;ɒ,F,ǝ,R;s; 
t,o;T,UW;s; 
h,i,s;HH,IH,Z;s; 
m,a,j,e,s,t,y;M,AE,JH,AH,S,T,IY;s; 
u,p,o,n;AH,P,AA,N;s; 
ou,r;OW,R;s; 
a,n,d;AH,N,D;s; 
i,n;IH,N;s; 
r,e,g,a,r,d;r,IH,G,AA,R,D;s; 
o,f;AH,V;s; 
c,au,s,e,s;K,AA,Z,AH,Z;s; 
i,n;IH,N;s; 
i;AY;s; 
t,o;T,UW;s; 
h,i,s;HH,IH,Z;s; 
a,t;AE,T;s; 
a,s;AE,Z;s; 
t,ou,ch,i,n,g;T,ɤ,T,SH,IH,N;s; 
a;AH;s; 
g,r,ea,t,e,r;G,r,e,T,ǝ,R;s; 
s,u,m;S,ɤ,M;s; 
th,a,n;DH,AE,N;s; 
a,t;AE,T;s; 
th,e;DH,AH;s; 
y,e,t;Y,EH,T;s; 
d,i,d;D,IH,D;s; 
t,o;T,UW;s; 
h,i,s;HH,IH,Z;s; 
p,a,r,t;P,AA,R,T;s; 
w,i,th,a,l;W,IH,DH,AA,L;s; 
w,i,th;W,IH,DH;s; 
g,oo,d;G,UH,D;s; 
o,f;AH,V;s; 
h,i,s;HH,IH,Z;s; 
m,a,j,e,s,t,y;M,AE,JH,AH,S,T,IY;s; 
s,ve;EH,V;s; 
th,a,t;DH,AE,T;s; 
w,a,s;W,AA,Z;s; 
n,o,t;N,AA,T;s; 
t,o;T,UW;s; 
a,s;AE,Z;s; 
i;AY;s; 
h,i,s;HH,IH,Z;s; 
f,ai,n;F,EH,N;s; 
th,e;DH,AH;s; 
a,n,d;AH,N,D;s; 
p,a,ss,a,g,e,s;P,AE,S,AH,JH,AH,Z;s; 
o,f;AH,V;s; 
h,i,s;HH,IH,Z;s; 
t,r,ue;T,R,UW;s; 
t,i,t,l,e,s;T,AY,T,AH,L,Z;s; 
t,o;T,UW;s; 
c,e,r,t,ai,n;S,ɐ,R,T,ǝ,N;s; 
d,u,k,e,d,o,m,s;D,Y,UW,K,D,ǝ,M,Z;s; 
a,n,d;AH,N,D;s; 
t,o;T,UW;s; 
th,e;DH,AH;s; 
c,r,o,w,n;K,r,ǝ,UH,N;s; 
a,n,d;AH,N,D;s; 
s,ea,t;S,IY,T;s; 
o,f;AH,V;s; 
d,e,r,i,v,e,d;D,IH,r,ǝ,IH,V,D;s; 
f,r,o,m;F,R,AH,M;s; 
e,d,w,a,r,d;e,D,W,ǝ,R,D;s; 
h,i,s;HH,IH,Z;s; 
g,r,ea,t,-,g,r,a,n,d,f,a,th,e,r;ˌ,G,r,e,T,-,G,r,AW,N,F,AW,DH,ǝ,R;s; 
th,e;DH,AH;s; 
f,r,e,n,ch;F,R,EH,N,CH;s; 
u,p,o,n;AH,P,AA,N;s; 
th,a,t;DH,AE,T;s; 
i,n,s,t,a,n,t;IH,N,S,T,AH,N,T;s; 
a,n,d;AH,N,D;s; 
th,e;DH,AH;s; 
i;AY;s; 
th,i,n,k;TH,IH,NG,K;s; 
i,s;IH,Z;s; 
t,o;T,UW;s; 
h,i,m;HH,IH,M;s; 
i,s;IH,Z;s; 
i,t;IH,T;s; 
f,ou,r;F,AO,R;s; 
th,e,n;DH,EH,N;s; 
g,o;G,OW;s; 
w,e;W,IY;s; 
i,n;IH,N;s; 
t,o;T,UW;s; 
h,i,s;HH,IH,Z;s; 
i;AY;s; 
w,i,th;W,IH,DH;s; 
a;AH;s; 
r,ea,d,y;R,EH,D,IY;s; 
g,ue,ss;G,EH,S;s; 
th,e;DH,AH;s; 
s,p,ea,k;S,P,IY,K;s; 
a;AH;s; 
o,f;AH,V;s; 
i,t;IH,T;s; 
g,o,d;G,AA,D;s; 
a,n,d;AH,N,D;s; 
h,i,s;HH,IH,Z;s; 
a,n,g,e,l,s;EY,N,JH,AH,L,Z;s; 
g,ua,r,d;G,AA,R,D;s; 
y,ou,r;Y,AO,R;s; 
s,a,c,r,e,d;S,EY,K,R,AH,D;s; 
th,h,r,ne;TH,r,OW,N;s; 
a,n,d;AH,N,D;s; 
y,ou;Y,UW;s; 
i,t;IH,T;s; 
th,e,n;DH,EH,N;s; 
m,e;M,IY;s; 
a,n,d;AH,N,D;s; 
y,ou;Y,UW;s; 
p,ee,r,s;P,IY,R,Z;s; 
th,a,t;DH,AE,T;s; 
we;OW;s; 
y,ou,r;Y,AO,R;s; 
a,n,d;AH,N,D;s; 
s,e,r,v,i,c,e,s;S,ɐ,R,V,IH,S,IH,Z;s; 
t,o;T,UW;s; 
th,i,s;DH,IH,S;s; 
th,h,r,ne;TH,r,OW,N;s; 
i,s;IH,Z;s; 
n,o;N,OW;s; 
b,a,r;B,AA,R;s; 
t,o;T,UW;s; 
a,g,ai,n,s,t;AH,G,EH,N,S,T;s; 
y,ou,r;Y,AO,R;s; 
c,l,ai,m;K,L,EH,M;s; 
t,o;T,UW;s; 
b,u,t;B,AH,T;s; 
th,i,s;DH,IH,S;s; 
f,r,o,m;F,R,AH,M;s; 
p,h,a,r,a,m,o,n,d;F,AW,r,ǝ,ˌ,M,ɒ,N,D;s; 
i,n;IH,N;s; 
t,e,rr,a,m;T,e,r,AW,M;s; 
n,e;N,e;s; 
n,o;N,OW;s; 
w,o,m,a,n;W,UH,M,AH,N;s; 
sh,a,ll;SH,AE,L;s; 
i,n;IH,N;s; 
s,a,l,i,c;S,AW,L,IH,K;s; 
l,a,n,d;L,AE,N,D;s; 
s,a,l,i,c;S,AW,L,IH,K;s; 
l,a,n,d;L,AE,N,D;s; 
th,e;DH,AH;s; 
f,r,e,n,ch;F,R,EH,N,CH;s; 
t,o;T,UW;s; 
b,e;B,IY;s; 
th,e;DH,AH;s; 
r,ea,l,m;R,EH,L,M;s; 
o,f;AH,V;s; 
a,n,d;AH,N,D;s; 
p,h,a,r,a,m,o,n,d;F,AW,r,ǝ,ˌ,M,ɒ,N,D;s; 
th,e;DH,AH;s; 
o,f;AH,V;s; 
th,i,s;DH,IH,S;s; 
a,n,d;AH,N,D;s; 
b,a,r;B,AA,R;s; 
y,e,t;Y,EH,T;s; 
th,ei,r;DH,EH,R;s; 
a,ff,i,r,m;ǝ,F,ɐ,R,M;s; 
th,a,t;DH,AE,T;s; 
th,e;DH,AH;s; 
l,a,n,d;L,AE,N,D;s; 
s,a,l,i,c;S,AW,L,IH,K;s; 
i,s;IH,Z;s; 
i,n;IH,N;s; 
b,e,t,w,ee,n;B,IH,T,W,IY,N;s; 
th,e;DH,AH;s; 
f,l,oo,d,s;F,L,AH,D,Z;s; 
o,f;AH,V;s; 
s,a,l,a;S,AA,L,ǝ;s; 
a,n,d;AH,N,D;s; 
o,f;AH,V;s; 
th,e;DH,AH;s; 
g,r,ea,t;G,r,e,T;s; 
s,u,b,d,ue,d;S,AH,B,D,UW,D;s; 
th,e;DH,AH;s; 
l,e,f,t;L,EH,F,T;s; 
b,e,h,i,n,d;B,IH,ə,IH,N,D;s; 
a,n,d;AH,N,D;s; 
c,e,r,t,ai,n;S,ɐ,R,T,ǝ,N;s; 
f,r,e,n,ch;F,R,EH,N,CH;s; 
wh,o;HH,UW;s; 
i,n;IH,N;s; 
d,i,s,d,ai,n;D,IH,S,D,EH,N;s; 
th,e;DH,AH;s; 
w,o,m,e,n;W,IH,M,AH,N;s; 
f,o,r;F,AO,R;s; 
d,i,sh,o,n,e,s,t;D,IH,S,AA,N,AH,S,T;s; 
o,f;AH,V;s; 
th,ei,r;DH,EH,R;s; 
th,e,n;DH,EH,N;s; 
th,i,s;DH,IH,S;s; 
t,o;T,UW;s; 
w,i,t;W,IH,T;s; 
n,o;N,OW;s; 
b,e;B,IY;s; 
i,n;IH,N;s; 
s,a,l,i,c;S,AW,L,IH,K;s; 
l,a,n,d;L,AE,N,D;s; 
s,a,l,i,c;S,AW,L,IH,K;s; 
a,s;AE,Z;s; 
i;AY;s; 
s,ai,d;S,EH,D;s; 
a,n,d;AH,N,D;s; 
s,a,l,a;S,AA,L,ǝ;s; 
i,s;IH,Z;s; 
a,t;AE,T;s; 
th,i,s;DH,IH,S;s; 
i,n;IH,N;s; 
th,e,n;DH,EH,N;s; 
d,o,th;D,AO,TH;s; 
i,t;IH,T;s; 
w,e,ll;W,EH,L;s; 
a,pp,ea,r;ǝ,P,IY,R;s; 
th,e;DH,AH;s; 
s,a,l,i,c;S,AW,L,IH,K;s; 
w,a,s;W,AA,Z;s; 
n,o,t;N,AA,T;s; 
f,o,r;F,AO,R;s; 
th,e;DH,AH;s; 
r,ea,l,m;R,EH,L,M;s; 
o,f;AH,V;s; 
n,o,r;N,AO,R;s; 
d,i,d;D,IH,D;s; 
th,e;DH,AH;s; 
f,r,e,n,ch;F,R,EH,N,CH;s; 
p,o,ss,e,ss;P,AH,Z,EH,S;s; 
th,e;DH,AH;s; 
s,a,l,i,c;S,AW,L,IH,K;s; 
l,a,n,d;L,AE,N,D;s; 
u,n,t,i,l;AH,N,T,IH,L;s; 
f,ou,r;F,AO,R;s; 
a,n,d;AH,N,D;s; 
y,ea,r,s;Y,IH,R,Z;s; 
a,f,t,e,r;AW,F,T,ǝ,R;s; 
o,f;AH,V;s; 
p,h,a,r,a,m,o,n,d;F,AW,r,ǝ,ˌ,M,ɒ,N,D;s; 
i,d,l,y;AY,D,L,IY;s; 
th,e;DH,AH;s; 
o,f;AH,V;s; 
th,i,s;DH,IH,S;s; 
wh,o;HH,UW;s; 
d,ie,d;D,AY,D;s; 
w,i,th,i,n;W,IH,DH,IH,N;s; 
th,e;DH,AH;s; 
y,ea,r;Y,IH,R;s; 
o,f;AH,V;s; 
ou,r;OW,R;s; 
f,ou,r;F,AO,R;s; 
a,n,d;AH,N,D;s; 
th,e;DH,AH;s; 
g,r,ea,t;G,r,e,T;s; 
s,u,b,d,ue,d;S,AH,B,D,UW,D;s; 
th,e;DH,AH;s; 
a,n,d;AH,N,D;s; 
d,i,d;D,IH,D;s; 
s,ea,t;S,IY,T;s; 
th,e;DH,AH;s; 
f,r,e,n,ch;F,R,EH,N,CH;s; 
th,e;DH,AH;s; 
r,i,v,e,r;r,IH,V,ǝ,R;s; 
s,a,l,a;S,AA,L,ǝ;s; 
i,n;IH,N;s; 
th,e;DH,AH;s; 
y,ea,r;Y,IH,R;s; 
b,e,s,i,d,e,s;B,IH,S,ə,IH,D,Z;s; 
th,ei,r;DH,EH,R;s; 
p,e,p,i,n;P,e,P,IH,N;s; 
d,i,d;D,IH,D;s; 
a,s;AE,Z;s; 
b,ei,n,g;B,IY,IH,NG;s; 
d,e,sc,e,n,d,e,d;D,IH,S,EH,N,D,AH,D;s; 
o,f;AH,V;s; 
b,l,i,th,i,l,d;B,L,IH,T,IH,L,D;s; 
w,a,s;W,AA,Z;s; 
t,o;T,UW;s; 
c,l,ai,m;K,L,EH,M;s; 
a,n,d;AH,N,D;s; 
t,o;T,UW;s; 
th,e;DH,AH;s; 
c,r,o,w,n;K,r,ǝ,UH,N;s; 
o,f;AH,V;s; 
a,l,s,o;AO,L,S,OW;s; 
wh,o;HH,UW;s; 
th,e;DH,AH;s; 
c,r,o,w,n;K,r,ǝ,UH,N;s; 
o,f;AH,V;s; 
th,e;DH,AH;s; 
o,f;AH,V;s; 
o,f;AH,V;s; 
th,e;DH,AH;s; 
t,r,ue;T,R,UW;s; 
a,n,d;AH,N,D;s; 
s,t,o,ck;S,T,AA,K;s; 
o,f;AH,V;s; 
th,e;DH,AH;s; 
g,r,ea,t;G,r,e,T;s; 
t,o;T,UW;s; 
h,i,s;HH,IH,Z;s; 
w,i,th;W,IH,DH;s; 
o,f;AH,V;s; 
t,r,u,th;T,R,UW,TH;s; 
i,n;IH,N;s; 
t,r,u,th;T,R,UW,TH;s; 
i,t;IH,T;s; 
w,a,s;W,AA,Z;s; 
c,o,rr,u,p,t;K,ǝ,r,ɤ,P,T;s; 
a,n,d;AH,N,D;s; 
h,i,m,s,e,l,f;HH,IH,M,S,EH,L,F;s; 
a,s;AE,Z;s; 
t,o;T,UW;s; 
l,a,d,y;L,EY,D,IY;s; 
t,o;T,UW;s; 
ch,a,r,l,e,m,a,ne;SH,AA,R,L,AH,M,EY,N;s; 
wh,o;HH,UW;s; 
w,a,s;W,AA,Z;s; 
th,e;DH,AH;s; 
s,o,n;S,AO,̃;s; 
t,o;T,UW;s; 
th,e;DH,AH;s; 
a,n,d;AH,N,D;s; 
th,e;DH,AH;s; 
s,o,n;S,AO,̃;s; 
o,f;AH,V;s; 
th,e;DH,AH;s; 
g,r,ea,t;G,r,e,T;s; 
a,l,s,o;AO,L,S,OW;s; 
th,e;DH,AH;s; 
t,e,n,th;T,e,N,T;s; 
wh,o;HH,UW;s; 
w,a,s;W,AA,Z;s; 
t,o;T,UW;s; 
th,e;DH,AH;s; 
n,o,t;N,AA,T;s; 
k,ee,p;K,IY,P;s; 
i,n;IH,N;s; 
h,i,s;HH,IH,Z;s; 
th,e;DH,AH;s; 
c,r,o,w,n;K,r,ǝ,UH,N;s; 
o,f;AH,V;s; 
t,i,ll;T,IH,L;s; 
s,a,t,i,s,f,ie,d;S,AE,T,AH,S,F,AY,D;s; 
th,a,t;DH,AE,T;s; 
f,ai,r;F,EH,R;s; 
h,i,s;HH,IH,Z;s; 
g,r,a,n,d,m,o,th,e,r;G,r,AW,N,ˌ,M,ɤ,DH,ǝ,R;s; 
w,a,s;W,AA,Z;s; 
o,f;AH,V;s; 
th,e;DH,AH;s; 
l,a,d,y;L,EY,D,IY;s; 
t,o;T,UW;s; 
th,e;DH,AH;s; 
f,o,r,e,s,ai,d;F,AO,R,ˌ,S,e,D;s; 
o,f;AH,V;s; 
b,y;B,AY;s; 
th,e;DH,AH;s; 
th,e;DH,AH;s; 
o,f;AH,V;s; 
th,e;DH,AH;s; 
g,r,ea,t;G,r,e,T;s; 
w,a,s;W,AA,Z;s; 
t,o;T,UW;s; 
th,e;DH,AH;s; 
c,r,o,w,n;K,r,ǝ,UH,N;s; 
o,f;AH,V;s; 
s,o;S,OW;s; 
th,a,t;DH,AE,T;s; 
a,s;AE,Z;s; 
c,l,ea,r;K,L,IY,R;s; 
a,s;AE,Z;s; 
i,s;IH,Z;s; 
th,e;DH,AH;s; 
s,u,n;S,AH,N;s; 
a,n,d;AH,N,D;s; 
c,l,ai,m;K,L,EH,M;s; 
h,i,s;HH,IH,Z;s; 
s,a,t,i,s,f,a,c,t,io,n;S,AE,T,AH,S,F,AE,K,SH,AH,N;s; 
a,ll;AA,L;s; 
a,pp,ea,r;ǝ,P,IY,R;s; 
t,o;T,UW;s; 
i,n;IH,N;s; 
a,n,d;AH,N,D;s; 
o,f;AH,V;s; 
th,e;DH,AH;s; 
s,o;S,OW;s; 
d,o;D,OW;s; 
th,e;DH,AH;s; 
o,f;AH,V;s; 
u,n,t,o;AH,N,T,UW;s; 
th,i,s;DH,IH,S;s; 
u,p;AH,P;s; 
th,i,s;DH,IH,S;s; 
s,a,l,i,c;S,AW,L,IH,K;s; 
t,o;T,UW;s; 
b,a,r;B,AA,R;s; 
y,ou,r;Y,AO,R;s; 
f,r,o,m;F,R,AH,M;s; 
th,e;DH,AH;s; 
a,n,d;AH,N,D;s; 
t,o;T,UW;s; 
th,e,m;DH,EH,M;s; 
i,n;IH,N;s; 
a;AH;s; 
n,e,t;N,EH,T;s; 
th,a,n;DH,AE,N;s; 
a,m,p,l,y;AE,M,P,L,IY;s; 
t,o;T,UW;s; 
th,ei,r;DH,EH,R;s; 
c,r,oo,k,e,d;K,R,UH,K,AH,D;s; 
t,i,t,l,e,s;T,AY,T,AH,L,Z;s; 
f,r,o,m;F,R,AH,M;s; 
y,ou;Y,UW;s; 
a,n,d;AH,N,D;s; 
y,ou,r;Y,AO,R;s; 
th,e;DH,AH;s; 
s,i,n;S,IH,N;s; 
u,p,o,n;AH,P,AA,N;s; 
m,y;M,AY;s; 
d,r,ea,d;D,R,EH,D;s; 
