y,ou;Y,UW;s; 
ou,r;OW,R;s; 
l,o,ss,e,s;L,AO,S,AH,Z;s; 
h,i,s;HH,IH,Z;s; 
i,s;IH,Z;s; 
t,oo;T,UW;s; 
p,oo,r;P,UH,R;s; 
f,o,r;F,AO,R;s; 
o,f;AH,V;s; 
ou,r;OW,R;s; 
b,l,oo,d;B,L,AH,D;s; 
th,e;DH,AH;s; 
m,u,s,t,e,r;M,ɤ,S,T,ǝ,R;s; 
o,f;AH,V;s; 
h,i,s;HH,IH,Z;s; 
t,oo;T,UW;s; 
f,ai,n,t;F,EH,N,T;s; 
a;AH;s; 
a,n,d;AH,N,D;s; 
f,o,r;F,AO,R;s; 
ou,r;OW,R;s; 
h,i,s;HH,IH,Z;s; 
a,t;AE,T;s; 
ou,r;OW,R;s; 
f,ee,t;F,IY,T;s; 
b,u,t;B,AH,T;s; 
a;AH;s; 
w,ea,k;W,IY,K;s; 
a,n,d;AH,N,D;s; 
s,a,t,i,s,f,a,c,t,io,n;S,AE,T,AH,S,F,AE,K,SH,AH,N;s; 
t,o;T,UW;s; 
th,i,s;DH,IH,S;s; 
a,dd;AE,D;s; 
a,n,d;AH,N,D;s; 
t,e,ll;T,EH,L;s; 
h,i,m;HH,IH,M;s; 
f,o,r;F,AO,R;s; 
c,o,n,c,l,u,s,io,n;K,AH,N,K,L,UW,ZH,AH,N;s; 
h,e;HH,IY;s; 
h,a,th;HH,AE,TH;s; 
h,i,s;HH,IH,Z;s; 
f,o,ll,o,w,e,r,s;F,ɒ,L,ǝ,W,ǝ,R,Z;s; 
c,o,n,d,e,m,n,a,t,io,n;K,AA,N,D,AH,M,N,EY,SH,AH,N;s; 
i,s;IH,Z;s; 
s,o;S,OW;s; 
f,a,r;F,AA,R;s; 
m,y;M,AY;s; 
a,n,d;AH,N,D;s; 
m,a,s,t,e,r;M,AW,S,T,ǝ,R;s; 
s,o;S,OW;s; 
m,y;M,AY;s; 
i;AY;s; 
sh,a,ll;SH,AE,L;s; 
d,e,l,i,v,e,r;D,IH,L,IH,V,ǝ,R;s; 
s,o;S,OW;s; 
th,a,n,k,s;TH,AE,NG,K,S;s; 
t,o;T,UW;s; 
y,ou,r;Y,AO,R;s; 
i;AY;s; 
t,o;T,UW;s; 
o,f;AH,V;s; 
th,ee;DH,IY;s; 
i,f;IH,F;s; 
f,o,r;F,AO,R;s; 
r,a,n,s,o,m;R,AE,N,S,AH,M;s; 
th,ou;DH,AW;s; 
w,i,l,t;W,IH,L,T;s; 
c,o,m,p,ou,n,d;K,AA,M,P,AW,N,D;s; 
m,o,s,t;M,OW,S,T;s; 
f,o,r;F,AO,R;s; 
th,ou;DH,AW;s; 
a,r,t;AA,R,T;s; 
s,o;S,OW;s; 
n,ea,r;N,IY,R;s; 
th,e;DH,AH;s; 
g,u,l,f;G,AH,L,F;s; 
th,ou;DH,AW;s; 
n,ee,d,s;N,IY,D,Z;s; 
m,u,s,t;M,AH,S,T;s; 
b,e;B,IY;s; 
b,e,s,i,d,e,s;B,IH,S,ə,IH,D,Z;s; 
i,n;IH,N;s; 
th,e;DH,AH;s; 
d,e,s,i,r,e,s;D,IH,Z,ǝ,IH,R,Z;s; 
th,ee;DH,IY;s; 
th,ou;DH,AW;s; 
w,i,l,t;W,IH,L,T;s; 
f,o,ll,o,w,e,r,s;F,ɒ,L,ǝ,W,ǝ,R,Z;s; 
o,f;AH,V;s; 
th,a,t;DH,AE,T;s; 
th,ei,r;DH,EH,R;s; 
s,ou,l,s;S,OW,L,Z;s; 
a;AH;s; 
a,n,d;AH,N,D;s; 
a;AH;s; 
s,w,ee,t;S,W,IY,T;s; 
f,r,o,m;F,R,AH,M;s; 
o,ff;AO,F;s; 
f,ie,l,d,s;F,IY,L,D,Z;s; 
th,ei,r;DH,EH,R;s; 
p,oo,r;P,UH,R;s; 
b,o,d,ie,s;B,AA,D,IY,Z;s; 
m,u,s,t;M,AH,S,T;s; 
a,n,d;AH,N,D;s; 
th,e;DH,AH;s; 
o,f;AH,V;s; 
i;AY;s; 
sh,a,ll;SH,AE,L;s; 
a,n,d;AH,N,D;s; 
s,o;S,OW;s; 
th,ee;DH,IY;s; 
w,e,ll;W,EH,L;s; 
th,ou;DH,AW;s; 
n,e,v,e,r;N,e,V,ǝ,R;s; 
sh,a,l,t;SH,AE,L,T;s; 
h,e,r,a,l,d;HH,EH,R,AH,L,D;s; 
n,o;N,OW;s; 
g,r,ea,t;G,r,e,T;s; 
i;AY;s; 
t,o;T,UW;s; 
th,ee;DH,IY;s; 
f,o,r;F,AO,R;s; 
th,a,t;DH,AE,T;s; 
w,e;W,IY;s; 
th,i,s;DH,IH,S;s; 
b,l,oo,d,y;B,L,AH,D,IY;s; 
f,ie,l,d;F,IY,L,D;s; 
t,o;T,UW;s; 
b,oo,k;B,UH,K;s; 
ou,r;OW,R;s; 
d,ea,d;D,EH,D;s; 
a,n,d;AH,N,D;s; 
th,e,n;DH,EH,N;s; 
t,o;T,UW;s; 
th,e,m;DH,EH,M;s; 
t,o;T,UW;s; 
s,o,r,t;S,AO,R,T;s; 
ou,r;OW,R;s; 
n,o,b,l,e,s;N,OW,B,AH,L,Z;s; 
f,r,o,m;F,R,AH,M;s; 
ou,r;OW,R;s; 
c,o,mm,o,n;K,AA,M,AH,N;s; 
m,e,n;M,EH,N;s; 
f,o,r;F,AO,R;s; 
o,f;AH,V;s; 
ou,r;OW,R;s; 
th,e;DH,AH;s; 
d,r,o,w,n,e,d;D,r,ǝ,UH,N,IH,D;s; 
a,n,d;AH,N,D;s; 
i,n;IH,N;s; 
b,l,oo,d;B,L,AH,D;s; 
s,o;S,OW;s; 
d,o;D,OW;s; 
ou,r;OW,R;s; 
v,u,l,g,a,r;V,ɤ,L,G,ǝ,R;s; 
d,r,e,n,ch;D,R,EH,N,CH;s; 
th,ei,r;DH,EH,R;s; 
p,ea,s,a,n,t;P,EH,Z,AH,N,T;s; 
i,n;IH,N;s; 
b,l,oo,d;B,L,AH,D;s; 
o,f;AH,V;s; 
p,r,i,n,c,e,s;P,R,IH,N,S,AH,Z;s; 
a,n,d;AH,N,D;s; 
th,e;DH,AH;s; 
s,t,ee,d,s;S,T,IY,D,Z;s; 
f,r,e,t;F,R,EH,T;s; 
d,ee,p;D,IY,P;s; 
i,n;IH,N;s; 
a,n,d;AH,N,D;s; 
w,i,th;W,IH,DH;s; 
ou,t;AW,T;s; 
th,ei,r;DH,EH,R;s; 
a,t;AE,T;s; 
th,ei,r;DH,EH,R;s; 
d,ea,d;D,EH,D;s; 
m,a,s,t,e,r,s;M,AW,S,T,ǝ,R,Z;s; 
th,e,m;DH,EH,M;s; 
o;OW;s; 
u,s;AH,S;s; 
g,r,ea,t;G,r,e,T;s; 
t,o;T,UW;s; 
v,ie,w;V,Y,UW;s; 
th,e;DH,AH;s; 
f,ie,l,d;F,IY,L,D;s; 
i,n;IH,N;s; 
s,a,f,e,t,y;S,EH,F,T,ǝ,IH;s; 
a,n,d;AH,N,D;s; 
o,f;AH,V;s; 
th,ei,r;DH,EH,R;s; 
d,ea,d;D,EH,D;s; 
b,o,d,ie,s;B,AA,D,IY,Z;s; 
th,e;DH,AH;s; 
i,s;IH,Z;s; 
y,ou,r,s;Y,UH,R,Z;s; 
c,a,ll;K,AO,L;s; 
i,t;IH,T;s; 
