h,a,pp,i,n,e,ss;HH,AE,P,IY,N,AH,S;s; 
t,o;T,UW;s; 
k,ee,p;K,IY,P;s; 
a;AH;s; 
s,i,n,f,u,l;S,IH,N,F,AH,L;s; 
oa,th;OW,TH;s; 
wh,o;HH,UW;s; 
c,a,n;K,AE,N;s; 
b,e;B,IY;s; 
b,y;B,AY;s; 
v,o,w;V,ǝ,UH;s; 
t,o;T,UW;s; 
d,o;D,OW;s; 
a;AH;s; 
d,ee,d;D,IY,D;s; 
t,o;T,UW;s; 
r,o,b;R,AA,B;s; 
a;AH;s; 
m,a,n;M,AE,N;s; 
t,o;T,UW;s; 
a;AH;s; 
s,p,o,t,l,e,ss;S,P,AA,T,L,AH,S;s; 
ch,a,s,t,i,t,y;CH,AE,S,T,AH,T,IY;s; 
t,o;T,UW;s; 
th,e;DH,AH;s; 
o,f;AH,V;s; 
h,i,s;HH,IH,Z;s; 
p,a,t,r,i,m,o,n,y;P,AE,T,R,AH,M,OW,N,IY;s; 
t,o;T,UW;s; 
th,e;DH,AH;s; 
f,r,o,m;F,R,AH,M;s; 
a,n,d;AH,N,D;s; 
n,o;N,OW;s; 
r,ea,s,o,n;r,EH,Z,ǝ,N;s; 
f,o,r;F,AO,R;s; 
th,i,s;DH,IH,S;s; 
b,u,t;B,AH,T;s; 
th,a,t;DH,AE,T;s; 
h,e;HH,IY;s; 
w,a,s;W,AA,Z;s; 
b,y;B,AY;s; 
a;AH;s; 
oa,th;OW,TH;s; 
b,y;B,AY;s; 
m,a,ss;M,AW,S;s; 
s,o;S,OW;s; 
d,i,d;D,IH,D;s; 
w,e;W,IY;s; 
a,ll;AA,L;s; 
i;AY;s; 
th,a,n,k;TH,AE,NG,K;s; 
y,ou;Y,UW;s; 
g,o,d;G,AA,D;s; 
i,t;IH,T;s; 
i,s;IH,Z;s; 
i;AY;s; 
t,o;T,UW;s; 
a,n,d;AH,N,D;s; 
i,t;IH,T;s; 
h,a,th;HH,AE,TH;s; 
h,i,m;HH,IH,M;s; 
th,a,t;DH,AE,T;s; 
y,ou;Y,UW;s; 
d,e,f,e,n,d,e,d;D,IH,F,EH,N,D,AH,D;s; 
m,e;M,IY;s; 
f,r,o,m;F,R,AH,M;s; 
d,ea,th;D,EH,TH;s; 
w,e,ll;W,EH,L;s; 
l,o,r,d,s;L,AO,R,D,Z;s; 
w,e;W,IY;s; 
n,o,t;N,AA,T;s; 
g,o,t;G,AA,T;s; 
th,a,t;DH,AE,T;s; 
w,e;W,IY;s; 
n,o,t;N,AA,T;s; 
ou,r;OW,R;s; 
f,oe,s;F,OW,Z;s; 
th,i,s;DH,IH,S;s; 
f,l,e,d;F,L,EH,D;s; 
b,ei,n,g;B,IY,IH,NG;s; 
o,f;AH,V;s; 
n,a,t,re;N,EY,CH,ER;s; 
