o,l,d;OW,L,D;s; 
th,i,s;DH,IH,S;s; IH
ou,r;OW,R;s; 
a,n,d;AH,N,D;s; 
ea,r,s;IY,R,Z;s; IY
w,re;W,ER;s; 
h,e;HH,IY;s; IY
m,y;M,AY;s; AY
m,y;M,AY;s; AY
a,s;AE,Z;s; AE
h,e;HH,IY;s; IY
i,s;IH,Z;s; IH
b,u,t;B,AH,T;s; 
m,y;M,AY;s; AY
s,o,n;S,AO,̃;s; AO
b,y;B,AY;s; AY
m,y;M,AY;s; AY
we;AA;s; AA
i;AY;s; AY
a;AH;s; 
v,o,w;V,ǝ,UH;s; UH
t,o;T,UW;s; UW
ou,r;OW,R;s; 
s,a,c,r,e,d;S,EY,K,R,AH,D;s; EY
b,l,oo,d;B,L,AH,D;s; 
h,i,m;HH,IH,M;s; IH
n,o,r;N,AO,R;s; AO
th,e;DH,AH;s; 
o,f;AH,V;s; 
m,y;M,AY;s; AY
s,ou,l;S,OW,L;s; 
h,e;HH,IY;s; IY
i,s;IH,Z;s; IH
ou,r;OW,R;s; 
s,u,b,j,e,c,t;S,AH,B,JH,EH,K,T;s; 
s,o;S,OW;s; 
a,r,t;AA,R,T;s; AA
th,ou;DH,AW;s; 
f,r,ee;F,R,IY;s; IY
s,p,ee,ch;S,P,IY,CH;s; IY
a,n,d;AH,N,D;s; 
f,ea,r,l,e,ss;F,IY,R,L,ǝ,S;s; IY
i;AY;s; AY
t,o;T,UW;s; UW
th,ee;DH,IY;s; IY
g,e,n,t,l,e,m,e,n;JH,EH,N,T,AH,L,M,IH,N;s; IH
b,e;B,IY;s; IY
b,y;B,AY;s; AY
m,e;M,IY;s; IY
th,i,s;DH,IH,S;s; IH
b,l,oo,d;B,L,AH,D;s; 
th,i,s;DH,IH,S;s; IH
w,e;W,IY;s; IY
n,o;N,OW;s; 
d,ee,p;D,IY,P;s; IY
t,oo;T,UW;s; UW
d,ee,p;D,IY,P;s; IY
i,n,c,i,s,io,n;IH,N,S,IH,ZH,AH,N;s; IH,IH
f,o,r,g,ve;F,ER,G,IH,V;s; IH
a,n,d;AH,N,D;s; 
b,e;B,IY;s; IY
a,g,r,ee,d;ǝ,ɡ,r,IY,D;s; IY
ou,r;OW,R;s; 
th,i,s;DH,IH,S;s; IH
i,s;IH,Z;s; IH
n,o;N,OW;s; 
m,o,n,th;M,AH,N,TH;s; 
t,o;T,UW;s; UW
b,l,ee,d;B,L,IY,D;s; IY
g,oo,d;G,UH,D;s; UH
l,e,t;L,EH,T;s; 
th,i,s;DH,IH,S;s; IH
e,n,d;EH,N,D;s; 
i,t;IH,T;s; IH
b,e,g,u,n;B,IH,G,AH,N;s; IH
th,e;DH,AH;s; 
o,f;AH,V;s; 
y,ou;Y,UW;s; UW
y,ou,r;Y,AO,R;s; AO
s,o,n;S,AO,̃;s; AO
a,n,d;AH,N,D;s; 
d,o,w,n;D,ǝ,UH,N;s; UH
h,i,s;HH,IH,Z;s; IH
d,o,w,n;D,ǝ,UH,N;s; UH
w,e;W,IY;s; IY
b,i,d;B,IH,D;s; IH
i,s;IH,Z;s; IH
n,o;N,OW;s; 
b,oo,t;B,UW,T;s; UW
m,u,s,t;M,AH,S,T;s; 
b,e;B,IY;s; IY
m,e;M,IY;s; IY
h,i,s;HH,IH,Z;s; IH
c,ou,s,i,n;K,AH,Z,AH,N;s; 
u,p;AH,P;s; 
y,ou,r;Y,AO,R;s; AO
d,o;D,OW;s; 
y,ou;Y,UW;s; UW
b,e,g,i,n;B,IH,G,IH,N;s; IH,IH
w,e;W,IY;s; IY
w,re;W,ER;s; 
n,o,t;N,AA,T;s; AA
b,o,r,n;B,AO,R,N;s; AO
t,o;T,UW;s; UW
s,ue;S,UW;s; UW
b,u,t;B,AH,T;s; 
t,o;T,UW;s; UW
c,o,mm,a,n,d;K,ǝ,M,AW,N,D;s; 
w,e;W,IY;s; IY
c,a,nn,o,t;K,AE,N,AA,T;s; AE,AA
d,o;D,OW;s; 
t,o;T,UW;s; UW
y,ou;Y,UW;s; UW
f,r,ie,n,d,s;F,R,EH,N,D,Z;s; 
b,e;B,IY;s; IY
r,ea,d,y;R,EH,D,IY;s; IY
a,s;AE,Z;s; AE
y,ou,r;Y,AO,R;s; AO
sh,a,ll;SH,AE,L;s; AE
i,t;IH,T;s; IH
a,t;AE,T;s; AE
c,o,v,e,n,t,r,y;K,AH,V,AH,N,T,R,IY;s; IY
u,p,o,n;AH,P,AA,N;s; AA
s,ai,n,t;S,EY,N,T;s; EY
sh,a,ll;SH,AE,L;s; AE
y,ou,r;Y,AO,R;s; AO
a,n,d;AH,N,D;s; 
th,e;DH,AH;s; 
o,f;AH,V;s; 
y,ou,r;Y,AO,R;s; AO
w,e;W,IY;s; IY
c,a,nn,o,t;K,AE,N,AA,T;s; AE,AA
y,ou;Y,UW;s; UW
w,e;W,IY;s; IY
sh,a,ll;SH,AE,L;s; AE
s,ee;S,IY;s; IY
d,e,s,i,g,n;D,IH,Z,ǝ,IH,N;s; IH,IH
th,e;DH,AH;s; 
ch,i,v,a,l,r,y;SH,IH,V,AH,L,R,IY;s; IH,IY
l,o,r,d;L,AO,R,D;s; AO
m,a,r,sh,a,l;M,AA,R,SH,AA,L;s; AA,AA
c,o,mm,a,n,d;K,ǝ,M,AW,N,D;s; 
ou,r;OW,R;s; 
b,e;B,IY;s; IY
r,ea,d,y;R,EH,D,IY;s; IY
t,o;T,UW;s; UW
h,me;OW,M;s; 
a,l,a,r,m,s;ǝ,L,AA,R,M,Z;s; AA
m,a,r,sh,a,l;M,AA,R,SH,AA,L;s; AA,AA
d,e,m,a,n,d;D,IH,M,AW,N,D;s; IH
o,f;AH,V;s; 
th,e;DH,AH;s; 
o,f;AH,V;s; 
h,i,s;HH,IH,Z;s; IH
i,n;IH,N;s; IH
a,r,m,s;AA,R,M,Z;s; AA
a,s,k;AW,S,K;s; 
h,i,m;HH,IH,M;s; IH
h,i,s;HH,IH,Z;s; IH
a,n,d;AH,N,D;s; 
p,r,o,c,ee,d;P,R,AH,S,IY,D;s; IY
t,o;T,UW;s; UW
s,w,ea,r;S,W,EH,R;s; 
h,i,m;HH,IH,M;s; IH
i,n;IH,N;s; IH
th,e;DH,AH;s; 
o,f;AH,V;s; 
h,i,s;HH,IH,Z;s; IH
m,a,r,sh,a,l;M,AA,R,SH,AA,L;s; AA,AA
a,s,k;AW,S,K;s; 
i,n;IH,N;s; IH
a,r,m,s;AA,R,M,Z;s; AA
b,o,th;B,OW,TH;s; 
wh,o;HH,UW;s; UW
h,e;HH,IY;s; IY
i,s;IH,Z;s; IH
a,n,d;AH,N,D;s; 
wh,h,y;ʍ,ǝ,IH;s; IH
h,e;HH,IY;s; IY
th,u,s;DH,ɤ,S;s; 
p,l,a,t,e,d;P,L,EH,T,IH,D;s; IH
i,n;IH,N;s; IH
h,a,b,i,l,i,m,e,n,t,s;AW,B,IH,L,IH,ˌ,M,e,N,T,S;s; IH,IH
o,f;AH,V;s; 
w,a,r;W,AO,R;s; AO
a,n,d;AH,N,D;s; 
t,o;T,UW;s; UW
ou,r;OW,R;s; 
h,i,m;HH,IH,M;s; IH
i,n;IH,N;s; IH
th,e;DH,AH;s; 
o,f;AH,V;s; 
h,i,s;HH,IH,Z;s; IH
w,e;W,IY;s; IY
w,i,ll;W,IH,L;s; IH
d,e,sc,e,n,d;D,IH,S,EH,N,D;s; IH
a,n,d;AH,N,D;s; 
f,o,l,d;F,OW,L,D;s; 
h,i,m;HH,IH,M;s; IH
i,n;IH,N;s; IH
ou,r;OW,R;s; 
a,r,m,s;AA,R,M,Z;s; AA
c,ou,s,i,n;K,AH,Z,AH,N;s; 
o,f;AH,V;s; 
a,s;AE,Z;s; AE
i,s;IH,Z;s; IH
s,o;S,OW;s; 
b,e;B,IY;s; IY
i,n;IH,N;s; IH
th,i,s;DH,IH,S;s; IH
m,y;M,AY;s; AY
i,f;IH,F;s; IH
th,ou;DH,AW;s; 
sh,e,d;SH,EH,D;s; 
l,a,m,e,n,t;L,ǝ,M,e,N,T;s; 
w,e;W,IY;s; IY
b,u,t;B,AH,T;s; 
n,o,t;N,AA,T;s; AA
th,ee;DH,IY;s; IY
d,ea,d;D,EH,D;s; 
m,y;M,AY;s; AY
l,o,r,d;L,AO,R,D;s; AO
s,e,c,u,r,e,l,y;S,IH,K,Y,UH,R,L,IY;s; IH,UH,IY
i;AY;s; AY
w,i,th;W,IH,DH;s; IH
i,n;IH,N;s; IH
o,r,d,e,r;AO,R,D,ǝ,R;s; AO
th,e;DH,AH;s; 
m,a,r,sh,a,l;M,AA,R,SH,AA,L;s; AA,AA
a,n,d;AH,N,D;s; 
b,e,g,i,n;B,IH,G,IH,N;s; IH,IH
l,e,t;L,EH,T;s; 
th,e,m;DH,EH,M;s; 
b,y;B,AY;s; AY
th,ei,r;DH,EH,R;s; 
a,n,d;AH,N,D;s; 
th,ei,r;DH,EH,R;s; 
s,p,ea,r,s;S,P,IY,R,Z;s; IY
a,n,d;AH,N,D;s; 
b,o,th;B,OW,TH;s; 
r,e,t,u,r,n;r,IH,T,ɐ,R,N;s; IH
b,a,ck;B,AE,K;s; AE
t,o;T,UW;s; UW
th,ei,r;DH,EH,R;s; 
ch,ai,r,s;CH,EH,R,Z;s; 
a,g,ai,n;ǝ,ɡ,EH,N;s; 
w,i,th;W,IH,DH;s; IH
u,s;AH,S;s; 
a,n,d;AH,N,D;s; 
l,e,t;L,EH,T;s; 
th,e;DH,AH;s; 
t,r,u,m,p,e,t,s;T,R,AH,M,P,AH,T,S;s; 
w,e;W,IY;s; IY
r,e,t,u,r,n;r,IH,T,ɐ,R,N;s; IH
wh,a,t;W,AH,T;s; 
w,e;W,IY;s; IY
d,e,c,r,ee;D,IH,K,R,IY;s; IH,IY
n,ea,r;N,IY,R;s; IY
a,n,d;AH,N,D;s; 
l,i,s,t;L,IH,S,T;s; IH
wh,a,t;W,AH,T;s; 
w,i,th;W,IH,DH;s; IH
ou,r;OW,R;s; 
w,e;W,IY;s; IY
f,o,r;F,AO,R;s; AO
th,a,t;DH,AE,T;s; AE
ou,r;OW,R;s; 
n,o,t;N,AA,T;s; AA
b,e;B,IY;s; IY
s,oi,l,e,d;S,ǝ,IH,L,D;s; IH
w,i,th;W,IH,DH;s; IH
th,a,t;DH,AE,T;s; AE
d,ea,r;D,IY,R;s; IY
b,l,oo,d;B,L,AH,D;s; 
i,t;IH,T;s; IH
h,a,th;HH,AE,TH;s; AE
a,n,d;AH,N,D;s; 
f,o,r;F,AO,R;s; AO
ou,r;OW,R;s; 
d,o;D,OW;s; 
th,e;DH,AH;s; 
a,s,p,e,c,t;ǝ,S,P,e,K,T;s; 
o,f;AH,V;s; 
c,i,v,i,l;S,IH,V,AH,L;s; IH
w,ou,n,d,s;W,UW,N,D,Z;s; UW
u,p;AH,P;s; 
w,i,th;W,IH,DH;s; IH
a,n,d;AH,N,D;s; 
f,o,r;F,AO,R;s; AO
w,e;W,IY;s; IY
th,i,n,k;TH,IH,NG,K;s; IH
th,e;DH,AH;s; 
o,f;AH,V;s; 
a,n,d;AH,N,D;s; 
w,i,th;W,IH,DH;s; IH
s,e,t;S,EH,T;s; 
o,n;AA,N;s; AA
y,ou;Y,UW;s; UW
t,o;T,UW;s; UW
ou,r;OW,R;s; 
i,n;IH,N;s; IH
ou,r;OW,R;s; 
th,e;DH,AH;s; 
s,w,ee,t;S,W,IY,T;s; IY
i,n,f,a,n,t;IH,N,F,AH,N,T;s; IH
b,r,ea,th;B,R,EH,TH;s; 
o,f;AH,V;s; 
s,l,ee,p;S,L,IY,P;s; IY
s,o;S,OW;s; 
u,p;AH,P;s; 
w,i,th;W,IH,DH;s; IH
d,r,u,m,s;D,R,AH,M,Z;s; 
w,i,th;W,IH,DH;s; IH
r,e,s,ou,n,d,i,n,g;r,IH,S,ǝ,UH,N,D,IH,N;s; IH,UH,IH
d,r,ea,d,f,u,l;D,R,EH,D,F,AH,L;s; 
a,n,d;AH,N,D;s; 
sh,o,ck;SH,AA,K;s; AA
o,f;AH,V;s; 
a,r,m,s;AA,R,M,Z;s; AA
f,r,o,m;F,R,AH,M;s; 
ou,r;OW,R;s; 
f,ai,r;F,EH,R;s; 
a,n,d;AH,N,D;s; 
u,s;AH,S;s; 
e,v,e,n;IY,V,IH,N;s; IY,IH
i,n;IH,N;s; IH
ou,r;OW,R;s; 
b,l,oo,d;B,L,AH,D;s; 
th,e,r,e,f,re;DH,EH,R,F,AO,R;s; AO
w,e;W,IY;s; IY
b,a,n,i,sh;B,AE,N,IH,SH;s; AE,IH
y,ou;Y,UW;s; UW
ou,r;OW,R;s; 
t,e,rr,i,t,o,r,ie,s;T,EH,R,AH,T,AO,R,IY,Z;s; AO,IY
y,ou;Y,UW;s; UW
c,ou,s,i,n;K,AH,Z,AH,N;s; 
u,p,o,n;AH,P,AA,N;s; AA
p,ai,n;P,EH,N;s; 
o,f;AH,V;s; 
t,i,ll;T,IH,L;s; IH
e,n,r,i,ch,e,d;e,N,r,IH,T,SH,T;s; IH
ou,r;OW,R;s; 
f,ie,l,d,s;F,IY,L,D,Z;s; IY
sh,a,ll;SH,AE,L;s; AE
n,o,t;N,AA,T;s; AA
ou,r;OW,R;s; 
f,ai,r;F,EH,R;s; 
b,u,t;B,AH,T;s; 
t,r,ea,d;T,R,EH,D;s; 
th,e;DH,AH;s; 
o,f;AH,V;s; 
f,o,r;F,AO,R;s; AO
th,ee;DH,IY;s; IY
r,e,m,ai,n,s;r,IH,M,EH,N,Z;s; IH
a;AH;s; 
d,oo,m;D,ɤ,M;s; 
i;AY;s; AY
w,i,th;W,IH,DH;s; IH
u,n,w,i,ll,i,n,g,n,e,ss;ɤ,N,W,IH,L,IH,NG,ˌ,N,e,S;s; IH,IH
th,e;DH,AH;s; 
s,l,y;S,L,AY;s; AY
sh,a,ll;SH,AE,L;s; AE
n,o,t;N,AA,T;s; AA
th,e;DH,AH;s; 
l,i,m,i,t;L,IH,M,AH,T;s; IH
o,f;AH,V;s; 
d,ea,r;D,IY,R;s; IY
th,e;DH,AH;s; 
o,f;AH,V;s; 
n,e,v,e,r;N,e,V,ǝ,R;s; 
t,o;T,UW;s; UW
r,e,t,u,r,n;r,IH,T,ɐ,R,N;s; IH
i;AY;s; AY
a,g,ai,n,s,t;AH,G,EH,N,S,T;s; 
th,ee;DH,IY;s; IY
u,p,o,n;AH,P,AA,N;s; AA
p,ai,n;P,EH,N;s; 
o,f;AH,V;s; 
i,t;IH,T;s; IH
b,oo,t,s;B,UW,T,S;s; UW
th,ee;DH,IY;s; IY
n,o,t;N,AA,T;s; AA
t,o;T,UW;s; UW
b,e;B,IY;s; IY
a,f,t,e,r;AW,F,T,ǝ,R;s; 
ou,r;OW,R;s; 
t,oo;T,UW;s; UW
r,e,t,u,r,n;r,IH,T,ɐ,R,N;s; IH
a,g,ai,n;ǝ,ɡ,EH,N;s; 
a,n,d;AH,N,D;s; 
a,n;AE,N;s; AE
oa,th;OW,TH;s; 
w,i,th;W,IH,DH;s; IH
th,ee;DH,IY;s; IY
o,n;AA,N;s; AA
ou,r;OW,R;s; 
y,ou,r;Y,AO,R;s; AO
s,w,ea,r;S,W,EH,R;s; 
b,y;B,AY;s; AY
th,e;DH,AH;s; 
d,u,t,y;D,UW,T,IY;s; UW,IY
th,a,t;DH,AE,T;s; AE
y,ou;Y,UW;s; UW
we;OW;s; 
t,o;T,UW;s; UW
g,o,d;G,AA,D;s; AA
ou,r;OW,R;s; 
p,a,r,t;P,AA,R,T;s; AA
th,e,r,ei,n;DH,EH,R,IH,N;s; IH
w,e;W,IY;s; IY
b,a,n,i,sh;B,AE,N,IH,SH;s; AE,IH
w,i,th;W,IH,DH;s; IH
t,o;T,UW;s; UW
k,ee,p;K,IY,P;s; IY
th,e;DH,AH;s; 
oa,th;OW,TH;s; 
th,a,t;DH,AE,T;s; AE
w,e;W,IY;s; IY
a,d,m,i,n,i,s,t,e,r;ǝ,D,M,IH,N,IH,S,T,ǝ,R;s; IH,IH
y,ou;Y,UW;s; UW
n,e,v,e,r;N,e,V,ǝ,R;s; 
sh,a,ll;SH,AE,L;s; AE
s,o;S,OW;s; 
y,ou;Y,UW;s; UW
t,r,u,th;T,R,UW,TH;s; UW
a,n,d;AH,N,D;s; 
g,o,d;G,AA,D;s; AA
ea,ch;IY,CH;s; IY
i,n;IH,N;s; IH
n,o,r;N,AO,R;s; AO
n,e,v,e,r;N,e,V,ǝ,R;s; 
l,oo,k;L,UH,K;s; UH
u,p,o,n;AH,P,AA,N;s; AA
ea,ch;IY,CH;s; IY
n,o,r;N,AO,R;s; AO
n,e,v,e,r;N,e,V,ǝ,R;s; 
n,o,r;N,AO,R;s; AO
th,i,s;DH,IH,S;s; IH
l,ou,r,i,n,g;L,ǝ,UH,R,IH,N;s; UH,IH
t,e,m,p,e,s,t;T,EH,M,P,AH,S,T;s; 
o,f;AH,V;s; 
y,ou,r;Y,AO,R;s; AO
n,o,r;N,AO,R;s; AO
n,e,v,e,r;N,e,V,ǝ,R;s; 
b,y;B,AY;s; AY
m,ee,t;M,IY,T;s; IY
t,o;T,UW;s; UW
p,l,o,t;P,L,AA,T;s; AA
o,r;AO,R;s; AO
c,o,m,p,l,o,t;K,ɒ,M,P,L,ɒ,T;s; 
i,ll;IH,L;s; IH
u,s;AH,S;s; 
ou,r;OW,R;s; 
ou,r;OW,R;s; 
s,u,b,j,e,c,t,s;S,AH,B,JH,IH,K,T,S;s; IH
o,r;AO,R;s; AO
ou,r;OW,R;s; 
l,a,n,d;L,AE,N,D;s; AE
e,v,e,n;IY,V,IH,N;s; IY,IH
i,n;IH,N;s; IH
th,e;DH,AH;s; 
g,l,a,ss,e,s;G,L,AE,S,AH,Z;s; AE
o,f;AH,V;s; 
i;AY;s; AY
s,ee;S,IY;s; IY
h,ea,r,t;HH,AA,R,T;s; AA
s,a,d;S,AE,D;s; AE
a,s,p,e,c,t;ǝ,S,P,e,K,T;s; 
h,a,th;HH,AE,TH;s; AE
f,r,o,m;F,R,AH,M;s; 
th,e;DH,AH;s; 
o,f;AH,V;s; 
h,i,s;HH,IH,Z;s; IH
y,ea,r,s;Y,IH,R,Z;s; IH
f,ou,r;F,AO,R;s; AO
f,r,o,z,e,n;F,R,OW,Z,AH,N;s; 
s,p,e,n,t;S,P,EH,N,T;s; 
r,e,t,u,r,n;r,IH,T,ɐ,R,N;s; IH
w,i,th;W,IH,DH;s; IH
h,me;OW,M;s; 
f,r,o,m;F,R,AH,M;s; 
wh,h,y;ʍ,ǝ,IH;s; IH
th,ou;DH,AW;s; 
h,a,s,t;HH,AE,S,T;s; AE
y,ea,r,s;Y,IH,R,Z;s; IH
t,o;T,UW;s; UW
s,o,n;S,AO,̃;s; AO
i,s;IH,Z;s; IH
u,p,o,n;AH,P,AA,N;s; AA
g,oo,d;G,UH,D;s; UH
a;AH;s; 
p,a,r,t,y;P,AA,R,T,IY;s; AA,IY
wh,h,y;ʍ,ǝ,IH;s; IH
a,t;AE,T;s; AE
ou,r;OW,R;s; 
th,ou;DH,AW;s; 
th,e,n;DH,EH,N;s; 
t,o;T,UW;s; UW
c,ou,s,i,n;K,AH,Z,AH,N;s; 
b,i,d;B,IH,D;s; IH
h,i,m;HH,IH,M;s; IH
s,o;S,OW;s; 
y,ea,r,s;Y,IH,R,Z;s; IH
w,e;W,IY;s; IY
b,a,n,i,sh;B,AE,N,IH,SH;s; AE,IH
h,i,m;HH,IH,M;s; IH
a,n,d;AH,N,D;s; 
h,e;HH,IY;s; IY
sh,a,ll;SH,AE,L;s; AE
g,o;G,OW;s; 
w,e;W,IY;s; IY
d,i,d;D,IH,D;s; IH
f,a,r;F,AA,R;s; AA
y,ou;Y,UW;s; UW
o,n;AA,N;s; AA
h,i,s;HH,IH,Z;s; IH
a,n,d;AH,N,D;s; 
wh,a,t;W,AH,T;s; 
o,f;AH,V;s; 
p,a,r,t,i,n,g;P,AA,R,T,·,IH,N;s; AA,IH
t,ea,r,s;T,EH,R,Z;s; 
w,re;W,ER;s; 
sh,e,d;SH,EH,D;s; 
wh,a,t;W,AH,T;s; 
s,ai,d;S,EH,D;s; 
ou,r;OW,R;s; 
c,ou,s,i,n;K,AH,Z,AH,N;s; 
wh,e,n;ʍ,e,N;s; 
y,ou;Y,UW;s; UW
p,a,r,t,e,d;P,AA,R,T,IH,D;s; AA,IH
w,i,th;W,IH,DH;s; IH
h,i,m;HH,IH,M;s; IH
h,e;HH,IY;s; IY
i,s;IH,Z;s; IH
ou,r;OW,R;s; 
c,ou,s,i,n;K,AH,Z,AH,N;s; 
c,ou,s,i,n;K,AH,Z,AH,N;s; 
b,u,t;B,AH,T;s; 
d,ou,b,t;D,ǝ,UH,T;s; UH
wh,e,n;ʍ,e,N;s; 
sh,a,ll;SH,AE,L;s; AE
c,a,ll;K,AO,L;s; AO
h,i,m;HH,IH,M;s; IH
h,me;OW,M;s; 
f,r,o,m;F,R,AH,M;s; 
ou,r;OW,R;s; 
k,i,n,s,m,a,n;K,IH,N,Z,M,AE,N;s; IH,AE
t,o;T,UW;s; UW
s,ee;S,IY;s; IY
h,i,s;HH,IH,Z;s; IH
f,r,ie,n,d,s;F,R,EH,N,D,Z;s; 
ou,r,s,e,l,f;AW,ER,S,EH,L,F;s; 
a,n,d;AH,N,D;s; 
b,a,g,o,t;B,AW,ɡ,ə,T;s; 
a,n,d;AH,N,D;s; 
g,r,ee,n;G,R,IY,N;s; IY
h,i,s;HH,IH,Z;s; IH
c,ou,r,t,sh,i,p;K,AO,R,T,SH,IH,P;s; AO,IH
t,o;T,UW;s; UW
th,e;DH,AH;s; 
c,o,mm,o,n;K,AA,M,AH,N;s; AA
h,e;HH,IY;s; IY
d,i,d;D,IH,D;s; IH
s,ee,m;S,IY,M;s; IY
t,o;T,UW;s; UW
i,n,t,o;IH,N,T,UW;s; IH,UW
th,ei,r;DH,EH,R;s; 
h,ea,r,t,s;HH,AA,R,T,S;s; AA
w,i,th;W,IH,DH;s; IH
a,n,d;AH,N,D;s; 
wh,a,t;W,AH,T;s; 
r,e,v,e,r,e,ce;r,e,V,r,ǝ,N,S;s; 
h,e;HH,IY;s; IY
d,i,d;D,IH,D;s; IH
o,n;AA,N;s; AA
w,ooi,n,g;W,UW,IH,N;s; UW,IH
p,oo,r;P,UH,R;s; UH
c,r,a,f,t,s,m,e,n;K,R,AE,F,T,S,M,EH,N;s; AE
w,i,th;W,IH,DH;s; IH
th,e;DH,AH;s; 
c,r,a,f,t;K,r,AW,F,T;s; 
o,f;AH,V;s; 
s,m,i,l,e,s;S,M,ǝ,IH,L,Z;s; IH
a,n,d;AH,N,D;s; 
o,f;AH,V;s; 
h,i,s;HH,IH,Z;s; IH
a,s;AE,Z;s; AE
t,o;T,UW;s; UW
