england,'IH NG G L AH N D',s,'IH'
or,'AO R',s,'AO'
of,'AH V',s,''
by,'B AY',s,'AY'
the,'DH AH',s,''
cheeks,'CH IY K S',s,'IY'
drag,'D R AE G',s,'AE'
thee,'DH IY',s,'IY'
up,'AH P',s,''
and,'AH N D',s,''
down,'D ǝ UH N',s,'UH'
i,'AY',s,'AY'
a,'AH',s,''
a,'AH',s,''
beat,'B IY T',s,'IY'
them,'DH EH M',s,''
whhy,'ʍ ǝ IH',s,'IH'
do,'D OW',s,''
you,'Y UW',s,'UW'
let,'L EH T',s,''
them,'DH EH M',s,''
thee,'DH IY',s,'IY'
thou,'DH AW',s,''
wolf,'W UH L F',s,'UH'
in,'IH N',s,'IH'
out,'AW T',s,''
tawny,'T AO N ǝ IH',s,'AO IH'
coats,'K OW T S',s,''
out,'AW T',s,''
thou,'DH AW',s,''
of,'AH V',s,''
my,'M AY',s,'AY'
that,'DH AE T',s,'AE'
regards,'r IH G AA R D Z',s,'IH AA'
nor,'N AO R',s,'AO'
god,'G AA D',s,'AA'
nor,'N AO R',s,'AO'
hath,'HH AE TH',s,'AE'
the,'DH AH',s,''
to,'T UW',s,'UW'
his,'HH IH Z',s,'IH'
i,'AY',s,'AY'
will,'W IH L',s,'IH'
not,'N AA T',s,'AA'
thee,'DH IY',s,'IY'
with,'W IH DH',s,'IH'
but,'B AH T',s,''
cardinal,'K AA R D AH N AH L',s,'AA'
be,'B IY',s,'IY'
no,'N OW',s,''
breaker,'B r EH K ə R',s,''
of,'AH V',s,''
the,'DH AH',s,''
but,'B AH T',s,''
we,'W IY',s,'IY'
shall,'SH AE L',s,'AE'
meet,'M IY T',s,'IY'
and,'AH N D',s,''
break,'B R EY K',s,'EY'
our,'OW R',s,''
at,'AE T',s,'AE'
thou,'DH AW',s,''
dost,'D AA S T',s,'AA'
but,'B AH T',s,''
what,'W AH T',s,''
thou,'DH AW',s,''
priest,'P R IY S T',s,'IY'
this,'DH IH S',s,'IH'
commands,'K ǝ M AW N D Z',s,''
my,'M AY',s,'AY'
or,'AO R',s,'AO'
thou,'DH AW',s,''
thou,'DH AW',s,''
hast,'HH AE S T',s,'AE'
me,'M IY',s,'IY'
think,'TH IH NG K',s,'IH'
not,'N AA T',s,'AA'
in,'IH N',s,'IH'
writing,'r ǝ IH T IH N',s,'IH IH'
i,'AY',s,'AY'
the,'DH AH',s,''
of,'AH V',s,''
outrageous,'AW T R EY JH AH S',s,'EY'
that,'DH AE T',s,'AE'
therefre,'DH EH R F AO R',s,'AO'
i,'AY',s,'AY'
or,'AO R',s,'AO'
am,'AE M',s,'AE'
not,'N AA T',s,'AA'
verbatim,'V ǝ R B AA T IH M',s,'AA IH'
to,'T UW',s,'UW'
rehease,'R IY HH ER S',s,'IY'
the,'DH AH',s,''
method,'M EH TH AH D',s,''
of,'AH V',s,''
my,'M AY',s,'AY'
pen,'P EH N',s,''
no,'N OW',s,''
is,'IH Z',s,'IH'
wickedness,'W IH K AH D N AH S',s,'IH'
and,'AH N D',s,''
pranks,'P R AE NG K S',s,'AE'
as,'AE Z',s,'AE'
very,'V EH R IY',s,'IY'
infants,'IH N F AH N T S',s,'IH'
of,'AH V',s,''
thou,'DH AW',s,''
art,'AA R T',s,'AA'
a,'AH',s,''
most,'M OW S T',s,''
by,'B AY',s,'AY'
natre,'N EY CH ER',s,'EY'
enemy,'EH N AH M IY',s,'IY'
to,'T UW',s,'UW'
wanton,'W AA N T ǝ N',s,'AA'
than,'DH AE N',s,'AE'
well,'W EH L',s,''
a,'AH',s,''
man,'M AE N',s,'AE'
of,'AH V',s,''
and,'AH N D',s,''
degree,'D IH G R IY',s,'IH IY'
and,'AH N D',s,''
for,'F AO R',s,'AO'
manifest,'M AE N AH F EH S T',s,'AE'
in,'IH N',s,'IH'
that,'DH AE T',s,'AE'
thou,'DH AW',s,''
a,'AH',s,''
trap,'T R AE P',s,'AE'
to,'T UW',s,'UW'
my,'M AY',s,'AY'
as,'AE Z',s,'AE'
well,'W EH L',s,''
at,'AE T',s,'AE'
london,'L AH N D AH N',s,''
brige,'B R IH JH',s,'IH'
as,'AE Z',s,'AE'
at,'AE T',s,'AE'
the,'DH AH',s,''
besides,'B IH S ə IH D Z',s,'IH IH'
i,'AY',s,'AY'
fear,'F IY R',s,'IY'
me,'M IY',s,'IY'
if,'IH F',s,'IH'
wre,'W ER',s,''
sifted,'S IH F T IH D',s,'IH IH'
the,'DH AH',s,''
is,'IH Z',s,'IH'
not,'N AA T',s,'AA'
from,'F R AH M',s,''
of,'AH V',s,''
heart,'HH AA R T',s,'AA'
as,'AE Z',s,'AE'
good,'G UH D',s,'UH'
thou,'DH AW',s,''
of,'AH V',s,''
my,'M AY',s,'AY'
am,'AE M',s,'AE'
i,'AY',s,'AY'
not,'N AA T',s,'AA'
priest,'P R IY S T',s,'IY'
yes,'Y IH S',s,'IH'
as,'AE Z',s,'AE'
an,'AE N',s,'AE'
outlaw,'ǝ UH T L AO',s,'UH AO'
in,'IH N',s,'IH'
a,'AH',s,''
keeps,'K IY P S',s,'IY'
and,'AH N D',s,''
it,'IH T',s,'IH'
to,'T UW',s,'UW'
his,'HH IH Z',s,'IH'
theft,'TH EH F T',s,''
thou,'DH AW',s,''
art,'AA R T',s,'AA'
touching,'T ɤ T SH IH N',s,'IH'
function,'F AH NG K SH AH N',s,''
not,'N AA T',s,'AA'
roam,'r OW M',s,''
then,'DH EH N',s,''
you,'Y UW',s,'UW'
of,'AH V',s,''
my,'M AY',s,'AY'
this,'DH IH S',s,'IH'
peevish,'P IY V IH SH',s,'IY IH'
broil,'B R OY L',s,''
and,'AH N D',s,''
set,'S EH T',s,''
this,'DH IH S',s,'IH'
unaccustomed,'ˌ ɤ N ǝ K ɤ S T ǝ M D',s,''
i,'AY',s,'AY'
and,'AH N D',s,''
if,'IH F',s,'IH'
you,'Y UW',s,'UW'
me,'M IY',s,'IY'
as,'AE Z',s,'AE'
you,'Y UW',s,'UW'
you,'Y UW',s,'UW'
do,'D OW',s,''
let,'L EH T',s,''
me,'M IY',s,'IY'
you,'Y UW',s,'UW'
to,'T UW',s,'UW'
forbear,'F ǝ R B EH R',s,''
on,'AA N',s,'AA'
the,'DH AH',s,''
commands,'K ǝ M AW N D Z',s,''
me,'M IY',s,'IY'
stoop,'S T UW P',s,'UW'
or,'AO R',s,'AO'
i,'AY',s,'AY'
see,'S IY',s,'IY'
his,'HH IH Z',s,'IH'
heart,'HH AA R T',s,'AA'
out,'AW T',s,''
the,'DH AH',s,''
priest,'P R IY S T',s,'IY'
get,'G EH T',s,''
that,'DH AE T',s,'AE'
of,'AH V',s,''
me,'M IY',s,'IY'
i,'AY',s,'AY'
offer,'ɒ F ǝ R',s,''
thee,'DH IY',s,'IY'
my,'M AY',s,'AY'
but,'B AH T',s,''
i,'AY',s,'AY'
fear,'F IY R',s,'IY'
me,'M IY',s,'IY'
with,'W IH DH',s,'IH'
a,'AH',s,''
heart,'HH AA R T',s,'AA'
see,'S IY',s,'IY'
my,'M AY',s,'AY'
friends,'F R EH N D Z',s,''
and,'AH N D',s,''
countrymen,'K AH N T R IY M IH N',s,'IY IH'
this,'DH IH S',s,'IH'
token,'T OW K ǝ N',s,''
for,'F AO R',s,'AO'
a,'AH',s,''
flag,'F L AE G',s,'AE'
of,'AH V',s,''
and,'AH N D',s,''
all,'AA L',s,'AA'
our,'OW R',s,''
followers,'F ɒ L ǝ W ǝ R Z',s,''
so,'S OW',s,''
me,'M IY',s,'IY'
god,'G AA D',s,'AA'
as,'AE Z',s,'AE'
i,'AY',s,'AY'
not,'N AA T',s,'AA'
well,'W EH L',s,''
my,'M AY',s,'AY'
lord,'L AO R D',s,'AO'
of,'AH V',s,''
sweet,'S W IY T',s,'IY'
an,'AE N',s,'AE'
if,'IH F',s,'IH'
your,'Y AO R',s,'AO'
mark,'M AA R K',s,'AA'
every,'e V r ǝ IH',s,'IH'
you,'Y UW',s,'UW'
great,'G r e T',s,''
reason,'r EH Z ǝ N',s,''
to,'T UW',s,'UW'
do,'D OW',s,''
for,'F AO R',s,'AO'
at,'AE T',s,'AE'
i,'AY',s,'AY'
told,'T OW L D',s,''
your,'Y AO R',s,'AO'
majesty,'M AE JH AH S T IY',s,'AE IY'
the,'DH AH',s,''
mighty,'M ǝ IH T ǝ IH',s,'IH IH'
of,'AH V',s,''
york,'Y AO R K',s,'AO'
will,'W IH L',s,'IH'
it,'IH T',s,'IH'
best,'B EH S T',s,''
avail,'ǝ V EH L',s,''
your,'Y AO R',s,'AO'
majesty,'M AE JH AH S T IY',s,'AE IY'
to,'T UW',s,'UW'
cross,'K R AO S',s,'AO'
the,'DH AH',s,''
seas,'S IY Z',s,'IY'
and,'AH N D',s,''
to,'T UW',s,'UW'
be,'B IY',s,'IY'
in,'IH N',s,'IH'
the,'DH AH',s,''
of,'AH V',s,''
a,'AH',s,''
his,'HH IH Z',s,'IH'
subjects,'S AH B JH IH K T S',s,'IH'
and,'AH N D',s,''
his,'HH IH Z',s,'IH'
loyal,'L ǝ IH ǝ L',s,'IH'
friends,'F R EH N D Z',s,''
as,'AE Z',s,'AE'
it,'IH T',s,'IH'
his,'HH IH Z',s,'IH'
enemies,'EH N AH M IY Z',s,'IY'
your,'Y AO R',s,'AO'
ships,'SH IH P S',s,'IH'
in,'IH N',s,'IH'
readiness,'R EH D IY N AH S',s,'IY'
yes,'Y IH S',s,'IH'
if,'IH F',s,'IH'
it,'IH T',s,'IH'
your,'Y AO R',s,'AO'
majesty,'M AE JH AH S T IY',s,'AE IY'
my,'M AY',s,'AY'
lord,'L AO R D',s,'AO'
bishop,'B IH SH AH P',s,'IH'
set,'S EH T',s,''
the,'DH AH',s,''
crown,'K r ǝ UH N',s,'UH'
upon,'AH P AA N',s,'AA'
his,'HH IH Z',s,'IH'
of,'AH V',s,''
paris,'P EH R IH S',s,'IH'
your,'Y AO R',s,'AO'
oath,'OW TH',s,''
that,'DH AE T',s,'AE'
you,'Y UW',s,'UW'
elect,'IH L EH K T',s,'IH'
no,'N OW',s,''
but,'B AH T',s,''
him,'HH IH M',s,'IH'
esteem,'AH S T IY M',s,'IY'
friends,'F R EH N D Z',s,''
but,'B AH T',s,''
as,'AE Z',s,'AE'
his,'HH IH Z',s,'IH'
friends,'F R EH N D Z',s,''
and,'AH N D',s,''
your,'Y AO R',s,'AO'
foes,'F OW Z',s,''
but,'B AH T',s,''
as,'AE Z',s,'AE'
shall,'SH AE L',s,'AE'
pretend,'P R IY T EH N D',s,'IY'
malicious,'M AH L IH SH AH S',s,'IH'
practices,'P R AE K T AH S AH Z',s,'AE'
against,'AH G EH N S T',s,''
his,'HH IH Z',s,'IH'
this,'DH IH S',s,'IH'
shall,'SH AE L',s,'AE'
you,'Y UW',s,'UW'
do,'D OW',s,''
so,'S OW',s,''
you,'Y UW',s,'UW'
god,'G AA D',s,'AA'
to,'T UW',s,'UW'
the,'DH AH',s,''
truth,'T R UW TH',s,'UW'
this,'DH IH S',s,'IH'
fact,'F AE K T',s,'AE'
was,'W AA Z',s,'AA'
infamous,'IH N F AH M AH S',s,'IH'
and,'AH N D',s,''
ill,'IH L',s,'IH'
common,'K AA M AH N',s,'AA'
man,'M AE N',s,'AE'
a,'AH',s,''
a,'AH',s,''
captain,'K AE P T AH N',s,'AE'
and,'AH N D',s,''
a,'AH',s,''
leader,'L IY D ǝ R',s,'IY'
what,'W AH T',s,''
means,'M IY N Z',s,'IY'
his,'HH IH Z',s,'IH'
that,'DH AE T',s,'AE'
he,'HH IY',s,'IY'
hath,'HH AE TH',s,'AE'
his,'HH IH Z',s,'IH'
no,'N OW',s,''
but,'B AH T',s,''
plain,'P L EH N',s,''
and,'AH N D',s,''
bluntly,'B L AH N T L IY',s,'IY'
to,'T UW',s,'UW'
the,'DH AH',s,''
hath,'HH AE TH',s,'AE'
he,'HH IY',s,'IY'
forgot,'F ǝ R G ɒ T',s,''
he,'HH IY',s,'IY'
is,'IH Z',s,'IH'
his,'HH IH Z',s,'IH'
or,'AO R',s,'AO'
doth,'D AO TH',s,'AO'
this,'DH IH S',s,'IH'
pretend,'P R IY T EH N D',s,'IY'
in,'IH N',s,'IH'
good,'G UH D',s,'UH'
will,'W IH L',s,'IH'
i,'AY',s,'AY'
upon,'AH P AA N',s,'AA'
with,'W IH DH',s,'IH'
of,'AH V',s,''
my,'M AY',s,'AY'
wrack,'R AE K',s,'AE'
with,'W IH DH',s,'IH'
the,'DH AH',s,''
complaints,'K ǝ M P L EH N T S',s,''
of,'AH V',s,''
as,'AE Z',s,'AE'
your,'Y AO R',s,'AO'
opppression,'ǝ P r e S IH ǝ N',s,'IH'
feeds,'F IY D Z',s,'IY'
upon,'AH P AA N',s,'AA'
forsaken,'F ǝ R S EH K ǝ N',s,''
your,'Y AO R',s,'AO'
faction,'F AE K SH AH N',s,'AE'
and,'AH N D',s,''
with,'W IH DH',s,'IH'
the,'DH AH',s,''
of,'AH V',s,''
o,'OW',s,''
can,'K AE N',s,'AE'
this,'DH IH S',s,'IH'
be,'B IY',s,'IY'
so,'S OW',s,''
that,'DH AE T',s,'AE'
in,'IH N',s,'IH'
amity,'AE M IH T IY',s,'AE IH IY'
and,'AH N D',s,''
be,'B IY',s,'IY'
he,'HH IY',s,'IY'
doth,'D AO TH',s,'AO'
my,'M AY',s,'AY'
lord,'L AO R D',s,'AO'
and,'AH N D',s,''
is,'IH Z',s,'IH'
your,'Y AO R',s,'AO'
foe,'F OW',s,''
it,'IH T',s,'IH'
is,'IH Z',s,'IH'
the,'DH AH',s,''
worst,'W AO R S T',s,'AO'
and,'AH N D',s,''
all,'AA L',s,'AA'
my,'M AY',s,'AY'
lord,'L AO R D',s,'AO'
he,'HH IY',s,'IY'
it,'IH T',s,'IH'
so,'S OW',s,''
confounded,'K AH N F AW N D IH D',s,'IH'
be,'B IY',s,'IY'
your,'Y AO R',s,'AO'
and,'AH N D',s,''
perish,'P EH R IH SH',s,'IH'
you,'Y UW',s,'UW'
with,'W IH DH',s,'IH'
your,'Y AO R',s,'AO'
vassals,'V AW S AA L Z',s,'AA'
you,'Y UW',s,'UW'
not,'N AA T',s,'AA'
with,'W IH DH',s,'IH'
this,'DH IH S',s,'IH'
to,'T UW',s,'UW'
and,'AH N D',s,''
disturb,'D IH S T ɐ R B',s,'IH'
the,'DH AH',s,''
and,'AH N D',s,''
us,'AH S',s,''
and,'AH N D',s,''
you,'Y UW',s,'UW'
my,'M AY',s,'AY'
lords,'L AO R D Z',s,'AO'
methinks,'M IH TH IH NG K S',s,'IH IH'
you,'Y UW',s,'UW'
do,'D OW',s,''
not,'N AA T',s,'AA'
well,'W EH L',s,''
to,'T UW',s,'UW'
bear,'B EH R',s,''
with,'W IH DH',s,'IH'
their,'DH EH R',s,''
objections,'AH B JH EH K SH AH N Z',s,''
less,'L EH S',s,''
to,'T UW',s,'UW'
from,'F R AH M',s,''
their,'DH EH R',s,''
to,'T UW',s,'UW'
a,'AH',s,''
let,'L EH T',s,''
me,'M IY',s,'IY'
you,'Y UW',s,'UW'
a,'AH',s,''
better,'B e T ə R',s,''
i,'AY',s,'AY'
my,'M AY',s,'AY'
lord,'L AO R D',s,'AO'
and,'AH N D',s,''
their,'DH EH R',s,''
intent,'IH N T EH N T',s,'IH'
is,'IH Z',s,'IH'
this,'DH IH S',s,'IH'
humbly,'HH AH M B L IY',s,'IY'
sue,'S UW',s,'UW'
unto,'AH N T UW',s,'UW'
your,'Y AO R',s,'AO'
to,'T UW',s,'UW'
a,'AH',s,''
concluded,'K AH N K L UW D AH D',s,'UW'
of,'AH V',s,''
between,'B IH T W IY N',s,'IH IY'
the,'DH AH',s,''
realms,'R EH L M Z',s,''
of,'AH V',s,''
england,'IH NG G L AH N D',s,'IH'
and,'AH N D',s,''
of,'AH V',s,''
well,'W EH L',s,''
my,'M AY',s,'AY'
good,'G UH D',s,'UH'
lord,'L AO R D',s,'AO'
and,'AH N D',s,''
as,'AE Z',s,'AE'
the,'DH AH',s,''
only,'OW N L IY',s,'IY'
means,'M IY N Z',s,'IY'
to,'T UW',s,'UW'
stop,'S T AA P',s,'AA'
of,'AH V',s,''
our,'OW R',s,''
chhristian,'K r IH S T IH ǝ N',s,'IH IH'
blood,'B L AH D',s,''
and,'AH N D',s,''
on,'AA N',s,'AA'
every,'e V r ǝ IH',s,'IH'
besides,'B IH S ə IH D Z',s,'IH IH'
my,'M AY',s,'AY'
lord,'L AO R D',s,'AO'
the,'DH AH',s,''
sooner,'S UW N ǝ R',s,'UW'
to,'T UW',s,'UW'
effect,'IH F EH K T',s,'IH'
and,'AH N D',s,''
bind,'B AY N D',s,'AY'
this,'DH IH S',s,'IH'
of,'AH V',s,''
amity,'AE M IH T IY',s,'AE IH IY'
the,'DH AH',s,''
of,'AH V',s,''
armagnac,'AA R M IH ˌ N AW K',s,'AA IH'
near,'N IY R',s,'IY'
to,'T UW',s,'UW'
a,'AH',s,''
man,'M AE N',s,'AE'
of,'AH V',s,''
great,'G r e T',s,''
in,'IH N',s,'IH'
proffers,'P r ɒ F ǝ R Z',s,''
his,'HH IH Z',s,'IH'
only,'OW N L IY',s,'IY'
to,'T UW',s,'UW'
your,'Y AO R',s,'AO'
in,'IH N',s,'IH'
with,'W IH DH',s,'IH'
a,'AH',s,''
and,'AH N D',s,''
and,'AH N D',s,''
for,'F AO R',s,'AO'
the,'DH AH',s,''
proffer,'P r ɒ F ǝ R',s,''
of,'AH V',s,''
my,'M AY',s,'AY'
lord,'L AO R D',s,'AO'
your,'Y AO R',s,'AO'
master,'M AW S T ǝ R',s,''
i,'AY',s,'AY'
his,'HH IH Z',s,'IH'
so,'S OW',s,''
at,'AE T',s,'AE'
as,'AE Z',s,'AE'
liking,'L ǝ IH K IH N',s,'IH IH'
of,'AH V',s,''
the,'DH AH',s,''
virtuous,'V ER CH UW AH S',s,'UW'
gifts,'G IH F T S',s,'IH'
and,'AH N D',s,''
the,'DH AH',s,''
of,'AH V',s,''
he,'HH IY',s,'IY'
doth,'D AO TH',s,'AO'
intend,'IH N T EH N D',s,'IH'
she,'SH IY',s,'IY'
shall,'SH AE L',s,'AE'
be,'B IY',s,'IY'
so,'S OW',s,''
i,'AY',s,'AY'
consent,'K AH N S EH N T',s,''
to,'T UW',s,'UW'
sin,'S IH N',s,'IH'
you,'Y UW',s,'UW'
my,'M AY',s,'AY'
lord,'L AO R D',s,'AO'
your,'Y AO R',s,'AO'
is,'IH Z',s,'IH'
unto,'AH N T UW',s,'UW'
another,'ǝ N ɤ DH ǝ R',s,''
lady,'L EY D IY',s,'EY IY'
of,'AH V',s,''
esteem,'AH S T IY M',s,'IY'
shall,'SH AE L',s,'AE'
we,'W IY',s,'IY'
then,'DH EH N',s,''
with,'W IH DH',s,'IH'
that,'DH AE T',s,'AE'
contract,'K ǝ N T r AW K T',s,''
and,'AH N D',s,''
not,'N AA T',s,'AA'
your,'Y AO R',s,'AO'
with,'W IH DH',s,'IH'
whhy,'ʍ ǝ IH',s,'IH'
what,'W AH T',s,''
i,'AY',s,'AY'
is,'IH Z',s,'IH'
than,'DH AE N',s,'AE'
that,'DH AE T',s,'AE'
is,'IH Z',s,'IH'
no,'N OW',s,''
better,'B e T ə R',s,''
than,'DH AE N',s,'AE'
an,'AE N',s,'AE'
in,'IH N',s,'IH'
titles,'T AY T AH L Z',s,'AY'
he,'HH IY',s,'IY'
