wh,h,y;ʍ,ǝ,IH;s; IH
d,o;D,OW;s; 
i,t;IH,T;s; IH
d,o,r,s,e,t;D,AO,R,S,ǝ,T;s; AO
l,o,r,d;L,AO,R,D;s; AO
p,r,i,n,c,e,l,y;P,r,IH,N,S,L,ǝ,IH;s; IH,IH
s,ea,l;S,IY,L;s; IY
th,ou;DH,AW;s; 
th,i,s;DH,IH,S;s; IH
w,i,th;W,IH,DH;s; IH
t,o;T,UW;s; UW
m,y;M,AY;s; AY
a,n,d;AH,N,D;s; 
m,e;M,IY;s; IY
i,n;IH,N;s; IH
y,ou,r;Y,AO,R;s; AO
a;AH;s; 
c,o,r,d,ia,l;K,AO,R,JH,AH,L;s; AO
p,r,i,n,c,e,l,y;P,r,IH,N,S,L,ǝ,IH;s; IH,IH
i,s;IH,Z;s; IH
th,i,s;DH,IH,S;s; IH
v,o,w;V,ǝ,UH;s; UH
u,n,t,o;AH,N,T,UW;s; UW
m,y;M,AY;s; AY
h,ea,r,t;HH,AA,R,T;s; AA
ou,r;OW,R;s; 
t,o;T,UW;s; UW
th,e;DH,AH;s; 
o,f;AH,V;s; 
th,i,s;DH,IH,S;s; IH
i,n,d,ee,d;IH,N,D,IY,D;s; IH,IY
a,s;AE,Z;s; AE
w,e;W,IY;s; IY
s,p,e,n,t;S,P,EH,N,T;s; 
th,e;DH,AH;s; 
w,e;W,IY;s; IY
d,ee,d,s;D,IY,D,Z;s; IY
o,f;AH,V;s; 
ch,a,r,i,t,y;CH,EH,R,IH,T,IY;s; IH,IY
o,f;AH,V;s; 
f,ai,r;F,EH,R;s; 
o,f;AH,V;s; 
b,e,t,w,ee,n;B,IH,T,W,IY,N;s; IH,IY
p,ee,r,s;P,IY,R,Z;s; IY
wh,o;HH,UW;s; UW
n,o,t;N,AA,T;s; AA
h,e;HH,IY;s; IY
i,s;IH,Z;s; IH
d,ea,d;D,EH,D;s; 
wh,o;HH,UW;s; UW
h,e;HH,IY;s; IY
i,s;IH,Z;s; IH
i,s;IH,Z;s; IH
d,ea,d;D,EH,D;s; 
th,e;DH,AH;s; 
o,r,d,e,r;AO,R,D,ǝ,R;s; AO
w,a,s;W,AA,Z;s; AA
i;AY;s; AY
p,r,i,th,ee;P,r,e,DH,IY;s; IY
m,y;M,AY;s; AY
s,ou,l;S,OW,L;s; 
i,s;IH,Z;s; IH
f,u,ll;F,UH,L;s; UH
o,f;AH,V;s; 
th,e,n;DH,EH,N;s; 
a,t;AE,T;s; AE
wh,a,t;W,AH,T;s; 
i,s;IH,Z;s; IH
i,t;IH,T;s; IH
th,ou;DH,AW;s; 
i;AY;s; AY
a;AH;s; 
t,o;T,UW;s; UW
d,oo,m;D,ɤ,M;s; 
m,y;M,AY;s; AY
d,ea,th;D,EH,TH;s; 
a,n,d;AH,N,D;s; 
sh,a,ll;SH,AE,L;s; AE
th,a,t;DH,AE,T;s; AE
p,a,r,d,o,n;P,AA,R,D,ǝ,N;s; AA
t,o;T,UW;s; UW
a;AH;s; 
m,y;M,AY;s; AY
n,o;N,OW;s; 
m,a,n;M,AE,N;s; AE
h,i,s;HH,IH,Z;s; IH
f,au,l,t;F,AO,L,T;s; AO
w,a,s;W,AA,Z;s; AA
a,n,d;AH,N,D;s; 
y,e,t;Y,EH,T;s; 
h,i,s;HH,IH,Z;s; IH
p,u,n,i,sh,h,m,e,n,t;P,ɤ,N,IH,SH,ˌ,M,e,N,T;s; IH
w,a,s;W,AA,Z;s; AA
d,ea,th;D,EH,TH;s; 
wh,o;HH,UW;s; UW
s,ue,d;S,UW,D;s; UW
t,o;T,UW;s; UW
m,e;M,IY;s; IY
f,o,r;F,AO,R;s; AO
h,i,m;HH,IH,M;s; IH
wh,o;HH,UW;s; UW
i,n;IH,N;s; IH
m,y;M,AY;s; AY
wr,a,th;R,AE,TH;s; AE
a,t;AE,T;s; AE
m,y;M,AY;s; AY
f,ee,t;F,IY,T;s; IY
a,n,d;AH,N,D;s; 
m,e;M,IY;s; IY
b,e;B,IY;s; IY
a,d,v,i,s,e,d;ǝ,D,V,ǝ,IH,Z,D;s; IH
wh,o;HH,UW;s; UW
o,f;AH,V;s; 
wh,o;HH,UW;s; UW
o,f;AH,V;s; 
wh,o;HH,UW;s; UW
t,o,l,d;T,OW,L,D;s; 
m,e;M,IY;s; IY
th,e;DH,AH;s; 
p,oo,r;P,UH,R;s; UH
s,ou,l;S,OW,L;s; 
d,i,d;D,IH,D;s; IH
th,e;DH,AH;s; 
m,i,g,h,t,y;M,ǝ,IH,T,ǝ,IH;s; IH,IH
a,n,d;AH,N,D;s; 
d,i,d;D,IH,D;s; IH
f,o,r;F,AO,R;s; AO
m,e;M,IY;s; IY
wh,o;HH,UW;s; UW
t,o,l,d;T,OW,L,D;s; 
m,e;M,IY;s; IY
i,n;IH,N;s; IH
th,e;DH,AH;s; 
f,ie,l,d;F,IY,L,D;s; IY
a,t;AE,T;s; AE
wh,e,n;ʍ,e,N;s; 
h,a,d;HH,AE,D;s; AE
m,e;M,IY;s; IY
d,o,w,n;D,ǝ,UH,N;s; UH
h,e;HH,IY;s; IY
m,e;M,IY;s; IY
a,n,d;AH,N,D;s; 
s,ai,d;S,EH,D;s; 
d,ea,r;D,IY,R;s; IY
a,n,d;AH,N,D;s; 
b,e;B,IY;s; IY
a;AH;s; 
wh,o;HH,UW;s; UW
t,o,l,d;T,OW,L,D;s; 
m,e;M,IY;s; IY
wh,e,n;ʍ,e,N;s; 
w,e;W,IY;s; IY
b,o,th;B,OW,TH;s; 
i,n;IH,N;s; IH
th,e;DH,AH;s; 
f,ie,l,d;F,IY,L,D;s; IY
f,r,o,z,e,n;F,R,OW,Z,AH,N;s; 
a,l,m,o,s,t;AA,L,M,OW,S,T;s; AA
t,o;T,UW;s; UW
d,ea,th;D,EH,TH;s; 
h,e;HH,IY;s; IY
d,i,d;D,IH,D;s; IH
l,a,p;L,AE,P;s; AE
m,e;M,IY;s; IY
e,v,e,n;IY,V,IH,N;s; IY,IH
i,n;IH,N;s; IH
h,i,s;HH,IH,Z;s; IH
g,a,r,m,e,n,t,s;G,AA,R,M,AH,N,T,S;s; AA
a,n,d;AH,N,D;s; 
d,i,d;D,IH,D;s; IH
h,i,m,s,e,l,f;HH,IH,M,S,EH,L,F;s; IH
a,ll;AA,L;s; AA
th,i,n;TH,IH,N;s; IH
a,n,d;AH,N,D;s; 
n,a,k,e,d;N,EY,K,AH,D;s; EY
t,o;T,UW;s; UW
th,e;DH,AH;s; 
a,ll;AA,L;s; AA
th,i,s;DH,IH,S;s; IH
f,r,o,m;F,R,AH,M;s; 
m,y;M,AY;s; AY
b,r,u,t,i,sh;B,R,UW,T,IH,SH;s; UW,IH
wr,a,th;R,AE,TH;s; AE
a,n,d;AH,N,D;s; 
n,o,t;N,AA,T;s; AA
a;AH;s; 
m,a,n;M,AE,N;s; AE
o,f;AH,V;s; 
y,ou;Y,UW;s; UW
h,a,d;HH,AE,D;s; AE
s,o;S,OW;s; 
t,o;T,UW;s; UW
p,u,t;P,UH,T;s; UH
i,t;IH,T;s; IH
i,n;IH,N;s; IH
m,y;M,AY;s; AY
b,u,t;B,AH,T;s; 
wh,e,n;ʍ,e,N;s; 
y,ou,r;Y,AO,R;s; AO
o,r;AO,R;s; AO
y,ou,r;Y,AO,R;s; AO
v,a,ss,a,l,s;V,AW,S,AA,L,Z;s; AA
a;AH;s; 
d,r,u,n,k,e,n;D,R,AH,NG,K,AH,N;s; 
a,n,d;AH,N,D;s; 
th,e;DH,AH;s; 
p,r,e,c,iou,s;P,R,EH,SH,AH,S;s; 
o,f;AH,V;s; 
ou,r;OW,R;s; 
d,ea,r;D,IY,R;s; IY
r,e,d,ee,m,e,r;r,IH,D,IY,M,ǝ,R;s; IH,IY
y,ou;Y,UW;s; UW
o,n;AA,N;s; AA
y,ou,r;Y,AO,R;s; AO
f,o,r;F,AO,R;s; AO
p,a,r,d,o,n;P,AA,R,D,ǝ,N;s; AA
p,a,r,d,o,n;P,AA,R,D,ǝ,N;s; AA
a,n,d;AH,N,D;s; 
i;AY;s; AY
t,oo;T,UW;s; UW
m,u,s,t;M,AH,S,T;s; 
g,r,a,n,t;G,r,AO,N,T;s; AO
i,t;IH,T;s; IH
y,ou;Y,UW;s; UW
b,u,t;B,AH,T;s; 
f,o,r;F,AO,R;s; AO
m,y;M,AY;s; AY
n,o,t;N,AA,T;s; AA
a;AH;s; 
m,a,n;M,AE,N;s; AE
s,p,ea,k;S,P,IY,K;s; IY
n,o,r;N,AO,R;s; AO
i;AY;s; AY
s,p,ea,k;S,P,IY,K;s; IY
u,n,t,o;AH,N,T,UW;s; UW
m,y,s,e,l,f;M,AY,S,EH,L,F;s; AY
f,o,r;F,AO,R;s; AO
h,i,m;HH,IH,M;s; IH
p,oo,r;P,UH,R;s; UH
s,ou,l;S,OW,L;s; 
th,e;DH,AH;s; 
o,f;AH,V;s; 
y,ou;Y,UW;s; UW
a,ll;AA,L;s; AA
b,ee,n;B,IH,N;s; IH
t,o;T,UW;s; UW
h,i,m;HH,IH,M;s; IH
i,n;IH,N;s; IH
h,i,s;HH,IH,Z;s; IH
y,e,t;Y,EH,T;s; 
o,f;AH,V;s; 
y,ou;Y,UW;s; UW
b,e,g;B,EH,G;s; 
f,o,r;F,AO,R;s; AO
h,i,s;HH,IH,Z;s; IH
o;OW;s; 
g,o,d;G,AA,D;s; AA
i;AY;s; AY
f,ea,r;F,IY,R;s; IY
w,i,ll;W,IH,L;s; IH
o,n;AA,N;s; AA
m,e;M,IY;s; IY
a,n,d;AH,N,D;s; 
y,ou;Y,UW;s; UW
a,n,d;AH,N,D;s; 
a,n,d;AH,N,D;s; 
y,ou,r,s;Y,UH,R,Z;s; UH
f,o,r;F,AO,R;s; AO
th,i,s;DH,IH,S;s; IH
m,e;M,IY;s; IY
t,o;T,UW;s; UW
m,y;M,AY;s; AY
c,l,o,s,e,t;K,L,AA,Z,AH,T;s; AA
p,oo,r;P,UH,R;s; UH
