g,o;G,OW;s; 
t,o;T,UW;s; UW
s,l,u,m,b,e,r;S,L,ɤ,M,B,ǝ,R;s; 
th,a,n;DH,AE,N;s; AE
i,n;IH,N;s; IH
th,e;DH,AH;s; 
p,e,r,f,u,m,e,d;P,ɐ,R,F,Y,ǝ,M,D;s; 
o,f;AH,V;s; 
th,e;DH,AH;s; 
g,r,ea,t;G,r,e,T;s; 
u,n,d,e,r;ɤ,N,D,ǝ,R;s; 
th,e;DH,AH;s; 
o,f;AH,V;s; 
c,o,s,t,l,y;K,AA,S,T,L,IY;s; AA,IY
a,n,d;AH,N,D;s; 
w,i,th;W,IH,DH;s; IH
o,f;AH,V;s; 
s,w,ee,t,e,s,t;S,W,IY,T,AH,S,T;s; IY
m,e,l,o,d,y;M,EH,L,AH,D,IY;s; IY
o;OW;s; 
th,ou;DH,AW;s; 
d,u,ll;D,ɤ,L;s; 
g,o,d;G,AA,D;s; AA
wh,h,y;ʍ,ǝ,IH;s; IH
th,ou;DH,AW;s; 
w,i,th;W,IH,DH;s; IH
th,e;DH,AH;s; 
i,n;IH,N;s; IH
l,oa,th,h,s,me;L,OW,DH,S,AH,M;s; 
b,e,d,s;B,EH,D,Z;s; 
a,n,d;AH,N,D;s; 
th,e;DH,AH;s; 
a;AH;s; 
o,r;AO,R;s; AO
a;AH;s; 
c,o,mm,o,n;K,AA,M,AH,N;s; AA
b,e,ll;B,EH,L;s; 
w,i,l,t;W,IH,L,T;s; IH
th,ou;DH,AW;s; 
u,p,o,n;AH,P,AA,N;s; AA
th,e;DH,AH;s; 
a,n,d;AH,N,D;s; 
g,i,dd,d,y;G,IH,D,ǝ,IH;s; IH,IH
m,a,s,t;M,AW,S,T;s; 
s,ea,l;S,IY,L;s; IY
u,p;AH,P;s; 
th,e;DH,AH;s; 
a,n,d;AH,N,D;s; 
r,o,ck;R,AA,K;s; AA
h,i,s;HH,IH,Z;s; IH
b,r,ai,n,s;B,R,EY,N,Z;s; EY
i,n;IH,N;s; IH
o,f;AH,V;s; 
th,e;DH,AH;s; 
a,n,d;AH,N,D;s; 
i,n;IH,N;s; IH
th,e;DH,AH;s; 
v,i,s,i,t,a,t,io,n;V,IH,Z,AH,T,EY,SH,AH,N;s; IH,EY
o,f;AH,V;s; 
th,e;DH,AH;s; 
wh,o;HH,UW;s; UW
th,e;DH,AH;s; 
b,y;B,AY;s; AY
th,e;DH,AH;s; 
t,o,p;T,AA,P;s; AA
th,ei,r;DH,EH,R;s; 
h,ea,d,s;HH,EH,D,Z;s; 
a,n,d;AH,N,D;s; 
th,e,m;DH,EH,M;s; 
w,i,th;W,IH,DH;s; IH
i,n;IH,N;s; IH
th,e;DH,AH;s; 
s,l,i,pp,e,r,y;S,L,IH,P,r,ǝ,IH;s; IH,IH
c,l,ou,d,s;K,L,AW,D,Z;s; 
th,a,t;DH,AE,T;s; AE
w,i,th;W,IH,DH;s; IH
th,e;DH,AH;s; 
h,u,r,l,y;ɐ,R,L,ǝ,IH;s; IH
d,ea,th;D,EH,TH;s; 
i,t,s,e,l,f;IH,T,S,EH,L,F;s; IH
th,ou;DH,AW;s; 
o;OW;s; 
s,l,ee,p;S,L,IY,P;s; IY
t,o;T,UW;s; UW
th,e;DH,AH;s; 
w,e,t;W,EH,T;s; 
s,ea,-,b,o,y;S,IY,-,B,ǝ,IH;s; IY,IH
i,n;IH,N;s; IH
a,n;AE,N;s; AE
s,o;S,OW;s; 
a,n,d;AH,N,D;s; 
i,n;IH,N;s; IH
th,e;DH,AH;s; 
a,n,d;AH,N,D;s; 
m,o,s,t;M,OW,S,T;s; 
w,i,th;W,IH,DH;s; IH
a,ll;AA,L;s; AA
a,pp,p,l,ia,n,c,e,s;AH,P,L,AY,AH,N,S,AH,Z;s; AY
a,n,d;AH,N,D;s; 
m,ea,n,s;M,IY,N,Z;s; IY
t,o;T,UW;s; UW
b,oo,t;B,UW,T;s; UW
i,t;IH,T;s; IH
t,o;T,UW;s; UW
a;AH;s; 
th,e,n;DH,EH,N;s; 
d,o,w,n;D,ǝ,UH,N;s; UH
th,e;DH,AH;s; 
th,a,t;DH,AE,T;s; AE
w,ea,r,s;W,EH,R,Z;s; 
a;AH;s; 
c,r,o,w,n;K,r,ǝ,UH,N;s; UH
i,s;IH,Z;s; IH
i,t;IH,T;s; IH
g,oo,d;G,UH,D;s; UH
l,o,r,d,s;L,AO,R,D,Z;s; AO
wh,h,y;ʍ,ǝ,IH;s; IH
th,e,n;DH,EH,N;s; 
g,oo,d;G,UH,D;s; UH
t,o;T,UW;s; UW
y,ou;Y,UW;s; UW
a,ll;AA,L;s; AA
m,y;M,AY;s; AY
l,o,r,d,s;L,AO,R,D,Z;s; AO
y,ou;Y,UW;s; UW
r,ea,d;r,e,D;s; 
th,e;DH,AH;s; 
th,a,t;DH,AE,T;s; AE
i;AY;s; AY
s,e,n,t;S,EH,N,T;s; 
y,ou;Y,UW;s; UW
th,e,n;DH,EH,N;s; 
y,ou;Y,UW;s; UW
p,e,r,c,ve;P,ER,S,IY,V;s; IY
th,e;DH,AH;s; 
b,o,d,y;B,AA,D,IY;s; AA,IY
o,f;AH,V;s; 
ou,r;OW,R;s; 
i,t;IH,T;s; IH
i,s;IH,Z;s; IH
wh,a,t;W,AH,T;s; 
r,a,n,k;R,AE,NG,K;s; AE
d,i,s,ea,s,e,s;D,IH,S,IY,Z,IH,Z;s; IH,IY,IH
a,n,d;AH,N,D;s; 
w,i,th;W,IH,DH;s; IH
wh,a,t;W,AH,T;s; 
n,ea,r;N,IY,R;s; IY
th,e;DH,AH;s; 
h,ea,r,t;HH,AA,R,T;s; AA
o,f;AH,V;s; 
i,t;IH,T;s; IH
o;OW;s; 
g,o,d;G,AA,D;s; AA
th,a,t;DH,AE,T;s; AE
r,ea,d;r,e,D;s; 
th,e;DH,AH;s; 
b,oo,k;B,UH,K;s; UH
o,f;AH,V;s; 
a,n,d;AH,N,D;s; 
s,ee;S,IY;s; IY
th,e;DH,AH;s; 
o,f;AH,V;s; 
th,e;DH,AH;s; 
m,ou,n,t,ai,n,s;M,AW,N,T,AH,N,Z;s; 
l,e,v,e,l;L,EH,V,AH,L;s; 
a,n,d;AH,N,D;s; 
th,e;DH,AH;s; 
o,f;AH,V;s; 
s,o,l,i,d;S,AA,L,AH,D;s; AA
m,e,l,t;M,EH,L,T;s; 
i,t,s,e,l,f;IH,T,S,EH,L,F;s; IH
i,n,t,o;IH,N,T,UW;s; IH,UW
th,e;DH,AH;s; 
s,ea;S,IY;s; IY
a,n,d;AH,N,D;s; 
t,o;T,UW;s; UW
s,ee;S,IY;s; IY
th,e;DH,AH;s; 
o,f;AH,V;s; 
th,e;DH,AH;s; 
o,c,ea,n;OW,SH,AH,N;s; 
t,oo;T,UW;s; UW
f,o,r;F,AO,R;s; AO
h,i,p,s;HH,IH,P,S;s; IH
a,n,d;AH,N,D;s; 
f,i,ll;F,IH,L;s; IH
th,e;DH,AH;s; 
c,u,p;K,ɤ,P;s; 
o,f;AH,V;s; 
w,i,th;W,IH,DH;s; IH
l,i,q,uo,r,s;L,IH,K,ǝ,R,Z;s; IH
o;OW;s; 
i,f;IH,F;s; IH
th,i,s;DH,IH,S;s; IH
w,re;W,ER;s; 
s,ee,n;S,IY,N;s; IY
th,e;DH,AH;s; 
y,ou,th;Y,UW,TH;s; UW
h,i,s;HH,IH,Z;s; IH
p,r,o,g,r,e,ss;P,r,OW,G,r,e,S;s; 
wh,a,t;W,AH,T;s; 
p,e,r,i,l,s;P,EH,R,AH,L,Z;s; 
p,a,s,t;P,AW,S,T;s; 
wh,a,t;W,AH,T;s; 
c,r,o,ss,e,s;K,R,AO,S,IH,Z;s; AO,IH
t,o;T,UW;s; UW
e,n,s,ue;IH,N,S,UW;s; IH,UW
sh,u,t;SH,AH,T;s; 
th,e;DH,AH;s; 
b,oo,k;B,UH,K;s; UH
a,n,d;AH,N,D;s; 
s,i,t;S,IH,T;s; IH
h,i,m;HH,IH,M;s; IH
d,o,w,n;D,ǝ,UH,N;s; UH
a,n,d;AH,N,D;s; 
n,o,t;N,AA,T;s; AA
t,e,n;T,EH,N;s; 
y,ea,r,s;Y,IH,R,Z;s; IH
a,n,d;AH,N,D;s; 
g,r,ea,t;G,r,e,T;s; 
f,r,ie,n,d,s;F,R,EH,N,D,Z;s; 
d,i,d;D,IH,D;s; IH
f,ea,s,t;F,e,S,T;s; 
a,n,d;AH,N,D;s; 
i,n;IH,N;s; IH
y,ea,r,s;Y,IH,R,Z;s; IH
a,f,t,e,r;AW,F,T,ǝ,R;s; 
w,re;W,ER;s; 
a,t;AE,T;s; AE
w,a,r,s;W,AO,R,Z;s; AO
i,t;IH,T;s; IH
i,s;IH,Z;s; IH
b,u,t;B,AH,T;s; 
y,ea,r,s;Y,IH,R,Z;s; IH
th,i,s;DH,IH,S;s; IH
w,a,s;W,AA,Z;s; AA
th,e;DH,AH;s; 
m,a,n;M,AE,N;s; AE
n,ea,r,e,s,t;N,IY,r,ǝ,S,T;s; IY
m,y;M,AY;s; AY
s,ou,l;S,OW,L;s; 
wh,o;HH,UW;s; UW
a;AH;s; 
i,n;IH,N;s; IH
m,y;M,AY;s; AY
a,ff,ai,r,s;AH,F,EH,R,Z;s; 
a,n,d;AH,N,D;s; 
l,ai,d;L,EH,D;s; 
h,i,s;HH,IH,Z;s; IH
a,n,d;AH,N,D;s; 
u,n,d,e,r;ɤ,N,D,ǝ,R;s; 
m,y;M,AY;s; AY
f,oo,t;F,UH,T;s; UH
y,ea;Y,EH;s; 
f,o,r;F,AO,R;s; AO
m,y;M,AY;s; AY
e,v,e,n;IY,V,IH,N;s; IY,IH
t,o;T,UW;s; UW
th,e;DH,AH;s; 
o,f;AH,V;s; 
h,i,m;HH,IH,M;s; IH
b,u,t;B,AH,T;s; 
o,f;AH,V;s; 
y,ou;Y,UW;s; UW
w,a,s;W,AA,Z;s; AA
b,y;B,AY;s; AY
y,ou;Y,UW;s; UW
c,ou,s,i,n;K,AH,Z,AH,N;s; 
n,e,v,i,l;N,EY,V,IY,L;s; EY,IY
a,s;AE,Z;s; AE
i;AY;s; AY
wh,e,n;ʍ,e,N;s; 
w,i,th;W,IH,DH;s; IH
h,i,s;HH,IH,Z;s; IH
o,f;AH,V;s; 
t,ea,r,s;T,EH,R,Z;s; 
th,e,n;DH,EH,N;s; 
a,n,d;AH,N,D;s; 
r,a,t,e,d;r,EH,T,IH,D;s; IH
b,y;B,AY;s; AY
d,i,d;D,IH,D;s; IH
s,p,ea,k;S,P,IY,K;s; IY
a;AH;s; 
th,ou;DH,AW;s; 
b,y;B,AY;s; AY
th,e;DH,AH;s; 
m,y;M,AY;s; AY
c,ou,s,i,n;K,AH,Z,AH,N;s; 
a,sc,e,n,d,s;AH,S,EH,N,D,Z;s; 
m,y;M,AY;s; AY
th,h,r,ne;TH,r,OW,N;s; 
th,e,n;DH,EH,N;s; 
g,o,d;G,AA,D;s; AA
i;AY;s; AY
h,a,d;HH,AE,D;s; AE
n,o;N,OW;s; 
i,n,t,e,n,t;IH,N,T,EH,N,T;s; IH
b,u,t;B,AH,T;s; 
th,a,t;DH,AE,T;s; AE
n,e,c,e,ss,i,t,y;N,AH,S,EH,S,AH,T,IY;s; IY
s,o;S,OW;s; 
th,e;DH,AH;s; 
th,a,t;DH,AE,T;s; AE
i;AY;s; AY
a,n,d;AH,N,D;s; 
g,r,ea,t,n,e,ss;G,r,e,T,N,ǝ,S;s; 
w,re;W,ER;s; 
t,o;T,UW;s; UW
k,i,ss;K,IH,S;s; IH
th,e;DH,AH;s; 
sh,a,ll;SH,AE,L;s; AE
th,u,s;DH,ɤ,S;s; 
d,i,d;D,IH,D;s; IH
h,e;HH,IY;s; IY
i,t;IH,T;s; IH
th,e;DH,AH;s; 
w,i,ll;W,IH,L;s; IH
th,a,t;DH,AE,T;s; AE
s,i,n;S,IH,N;s; IH
sh,a,ll;SH,AE,L;s; AE
b,r,ea,k;B,R,EY,K;s; EY
i,n,t,o;IH,N,T,UW;s; IH,UW
w,e,n,t;W,EH,N,T;s; 
o,n;AA,N;s; AA
th,i,s;DH,IH,S;s; IH
c,o,n,d,i,t,io,n;K,AH,N,D,IH,SH,AH,N;s; IH
a,n,d;AH,N,D;s; 
th,e;DH,AH;s; 
o,f;AH,V;s; 
ou,r;OW,R;s; 
a,m,i,t,y;AE,M,IH,T,IY;s; AE,IH,IY
th,e,n;DH,EH,N;s; 
n,e,c,e,ss,i,t,ie,s;N,AH,S,EH,S,IH,T,IY,Z;s; IH,IY
th,e,n;DH,EH,N;s; 
l,e,t;L,EH,T;s; 
u,s;AH,S;s; 
m,ee,t;M,IY,T;s; IY
th,e,m;DH,EH,M;s; 
n,e,c,e,ss,i,t,ie,s;N,AH,S,EH,S,IH,T,IY,Z;s; IH,IY
a,n,d;AH,N,D;s; 
th,a,t;DH,AE,T;s; AE
e,v,e,n;IY,V,IH,N;s; IY,IH
c,r,ie,s;K,R,AY,Z;s; AY
ou,t;AW,T;s; 
o,n;AA,N;s; AA
u,s;AH,S;s; 
th,e;DH,AH;s; 
b,i,sh,o,p;B,IH,SH,AH,P;s; IH
a,n,d;AH,N,D;s; 
f,i,f,t,y;F,IH,F,T,IY;s; IH,IY
i;AY;s; AY
w,i,ll;W,IH,L;s; IH
y,ou,r;Y,AO,R;s; AO
a,n,d;AH,N,D;s; 
w,re;W,ER;s; 
i,n,w,a,r,d;IH,N,W,ǝ,R,D;s; IH
w,a,r,s;W,AO,R,Z;s; AO
ou,t;AW,T;s; 
o,f;AH,V;s; 
w,e;W,IY;s; IY
d,ea,r;D,IY,R;s; IY
l,o,r,d,s;L,AO,R,D,Z;s; AO
u,n,t,o;AH,N,T,UW;s; UW
th,e;DH,AH;s; 
h,o,l,y;HH,OW,L,IY;s; IY
l,a,n,d;L,AE,N,D;s; AE
l,o,r,d,s;L,AO,R,D,Z;s; AO
i,f;IH,F;s; IH
g,o,d;G,AA,D;s; AA
d,o,th;D,AO,TH;s; AO
s,u,cc,e,ss,s,f,u,l;S,AH,K,S,EH,S,F,AH,L;s; 
e,n,d;EH,N,D;s; 
t,o;T,UW;s; UW
th,i,s;DH,IH,S;s; IH
th,a,t;DH,AE,T;s; AE
a,t;AE,T;s; AE
ou,r;OW,R;s; 
d,oo,r,s;D,AO,R,Z;s; AO
w,e;W,IY;s; IY
w,i,ll;W,IH,L;s; IH
ou,r;OW,R;s; 
y,ou,th;Y,UW,TH;s; UW
l,ea,d;L,EH,D;s; 
o,n;AA,N;s; AA
t,o;T,UW;s; UW
f,ie,l,d,s;F,IY,L,D,Z;s; IY
a,n,d;AH,N,D;s; 
n,o;N,OW;s; 
b,u,t;B,AH,T;s; 
wh,a,t;W,AH,T;s; 
ou,r;OW,R;s; 
n,a,v,y;N,EY,V,IY;s; EY,IY
i,s;IH,Z;s; IH
ou,r;OW,R;s; 
c,o,ll,e,c,t,e,d;K,AH,L,EH,K,T,AH,D;s; 
ou,r;OW,R;s; 
i,n;IH,N;s; IH
w,e,ll;W,EH,L;s; 
i,n,v,e,s,t,e,d;IH,N,V,EH,S,T,AH,D;s; IH
a,n,d;AH,N,D;s; 
e,v,e,r,y,th,i,n,g;e,V,r,ǝ,IH,ˌ,TH,IH,NG;s; IH,IH
l,e,v,e,l;L,EH,V,AH,L;s; 
t,o;T,UW;s; UW
ou,r;OW,R;s; 
w,i,sh;W,IH,SH;s; IH
o,n,l,y;OW,N,L,IY;s; IY
w,e;W,IY;s; IY
w,a,n,t;W,AA,N,T;s; AA
a;AH;s; 
s,t,r,e,n,g,th;S,T,R,EH,NG,K,TH;s; 
a,n,d;AH,N,D;s; 
u,s;AH,S;s; 
t,i,ll;T,IH,L;s; IH
r,e,b,e,l,s;R,EH,B,AH,L,Z;s; 
a,f,oo,t;AH,F,UH,T;s; UH
th,e;DH,AH;s; 
o,f;AH,V;s; 
m,y;M,AY;s; AY
s,o,n;S,AO,̃;s; AO
o,f;AH,V;s; 
i,s;IH,Z;s; IH
th,e;DH,AH;s; 
y,ou,r;Y,AO,R;s; AO
a,n,d;AH,N,D;s; 
a,cc,o,m,p,a,n,ie,d;AH,K,AH,M,P,AH,N,IY,D;s; IY
i,s;IH,Z;s; IH
n,o,t;N,AA,T;s; AA
h,i,s;HH,IH,Z;s; IH
th,o,m,a,s;T,AA,M,AH,S;s; AA
o,f;AH,V;s; 
w,i,th;W,IH,DH;s; IH
h,i,m;HH,IH,M;s; IH
b,u,t;B,AH,T;s; 
w,e,ll;W,EH,L;s; 
t,o;T,UW;s; UW
th,ee;DH,IY;s; IY
th,o,m,a,s;T,AA,M,AH,S;s; AA
o,f;AH,V;s; 
th,ou;DH,AW;s; 
a,r,t;AA,R,T;s; AA
n,o,t;N,AA,T;s; AA
w,i,th;W,IH,DH;s; IH
th,e;DH,AH;s; 
h,e;HH,IY;s; IY
th,ee;DH,IY;s; IY
a,n,d;AH,N,D;s; 
th,ou;DH,AW;s; 
d,o,s,t;D,AA,S,T;s; AA
n,e,g,l,e,c,t;N,AH,G,L,EH,K,T;s; 
h,i,m;HH,IH,M;s; IH
th,o,m,a,s;T,AA,M,AH,S;s; AA
th,ou;DH,AW;s; 
h,a,s,t;HH,AE,S,T;s; AE
a;AH;s; 
b,e,tt,e,r;B,e,T,ə,R;s; 
i,n;IH,N;s; IH
h,i,s;HH,IH,Z;s; IH
a,ff,e,c,t,io,n;AH,F,EH,K,SH,AH,N;s; 
th,a,n;DH,AE,N;s; AE
a,ll;AA,L;s; AA
ch,e,r,i,sh;CH,EH,R,IH,SH;s; IH
i,t;IH,T;s; IH
m,y;M,AY;s; AY
a,n,d;AH,N,D;s; 
o,ff,i,c,e,s;AO,F,AH,S,AH,Z;s; AO
th,ou;DH,AW;s; 
e,ff,e,c,t;IH,F,EH,K,T;s; IH
o,f;AH,V;s; 
a,f,t,e,r;AW,F,T,ǝ,R;s; 
i;AY;s; AY
a,m;AE,M;s; AE
d,ea,d;D,EH,D;s; 
b,e,t,w,ee,n;B,IH,T,W,IY,N;s; IH,IY
h,i,s;HH,IH,Z;s; IH
g,r,ea,t,n,e,ss;G,r,e,T,N,ǝ,S;s; 
a,n,d;AH,N,D;s; 
th,e,r,e,f,re;DH,EH,R,F,AO,R;s; AO
o,m,i,t;ǝ,M,IH,T;s; IH
h,i,m;HH,IH,M;s; IH
n,o,t;N,AA,T;s; AA
b,l,u,n,t;B,L,ɤ,N,T;s; 
n,o,t;N,AA,T;s; AA
h,i,s;HH,IH,Z;s; IH
n,o,r;N,AO,R;s; AO
th,e;DH,AH;s; 
g,oo,d;G,UH,D;s; UH
o,f;AH,V;s; 
h,i,s;HH,IH,Z;s; IH
b,y;B,AY;s; AY
c,o,l,d;K,OW,L,D;s; 
o,r;AO,R;s; AO
o,f;AH,V;s; 
h,i,s;HH,IH,Z;s; IH
w,i,ll;W,IH,L;s; IH
f,o,r;F,AO,R;s; AO
h,e;HH,IY;s; IY
i,s;IH,Z;s; IH
i,f;IH,F;s; IH
h,e;HH,IY;s; IY
b,e;B,IY;s; IY
h,e;HH,IY;s; IY
h,a,th;HH,AE,TH;s; AE
a;AH;s; 
t,ea,r;T,IY,R;s; IY
f,o,r;F,AO,R;s; AO
a,n,d;AH,N,D;s; 
a;AH;s; 
o,p,e,n;OW,P,ǝ,N;s; 
a,s;AE,Z;s; AE
f,o,r;F,AO,R;s; AO
ch,a,r,i,t,y;CH,EH,R,IH,T,IY;s; IH,IY
y,e,t;Y,EH,T;s; 
b,ei,n,g;B,IY,IH,NG;s; IY,IH
i,n,c,e,n,s,e,d;IH,N,S,e,N,S,IH,D;s; IH,IH
h,e;HH,IY;s; IY
i,s;IH,Z;s; IH
f,l,i,n,t;F,L,IH,N,T;s; IH
a,s;AE,Z;s; AE
a,s;AE,Z;s; AE
a,n,d;AH,N,D;s; 
a,s;AE,Z;s; AE
s,u,dd,e,n;S,AH,D,AH,N;s; 
a,s;AE,Z;s; AE
i,n;IH,N;s; IH
th,e;DH,AH;s; 
o,f;AH,V;s; 
h,i,s;HH,IH,Z;s; IH
th,e,r,e,f,re;DH,EH,R,F,AO,R;s; AO
m,u,s,t;M,AH,S,T;s; 
b,e;B,IY;s; IY
w,e,ll;W,EH,L;s; 
h,i,m;HH,IH,M;s; IH
f,o,r;F,AO,R;s; AO
f,au,l,t,s;F,AO,L,T,S;s; AO
a,n,d;AH,N,D;s; 
d,o;D,OW;s; 
i,t;IH,T;s; IH
wh,e,n;ʍ,e,N;s; 
y,ou;Y,UW;s; UW
p,e,r,c,ve;P,ER,S,IY,V;s; IY
h,i,s;HH,IH,Z;s; IH
b,l,oo,d;B,L,AH,D;s; 
t,o;T,UW;s; UW
m,i,r,th;M,ɐ,R,TH;s; 
b,u,t;B,AH,T;s; 
b,ei,n,g;B,IY,IH,NG;s; IY,IH
m,oo,d,y;M,UW,D,IY;s; UW,IY
h,i,m;HH,IH,M;s; IH
a,n,d;AH,N,D;s; 
t,i,ll;T,IH,L;s; IH
th,a,t;DH,AE,T;s; AE
h,i,s;HH,IH,Z;s; IH
p,a,ss,io,n,s;P,AE,SH,AH,N,Z;s; AE
a;AH;s; 
o,n;AA,N;s; AA
c,o,n,f,ou,n,d;K,AA,N,F,AW,N,D;s; AA
w,i,th;W,IH,DH;s; IH
th,i,s;DH,IH,S;s; IH
th,o,m,a,s;T,AA,M,AH,S;s; AA
a,n,d;AH,N,D;s; 
th,ou;DH,AW;s; 
sh,a,l,t;SH,AE,L,T;s; AE
a;AH;s; 
sh,e,l,t,e,r;SH,e,L,T,ǝ,R;s; 
t,o;T,UW;s; UW
f,r,ie,n,d,s;F,R,EH,N,D,Z;s; 
a;AH;s; 
o,f;AH,V;s; 
g,o,l,d;G,OW,L,D;s; 
t,o;T,UW;s; UW
b,i,n,d;B,AY,N,D;s; AY
i,n;IH,N;s; IH
th,a,t;DH,AE,T;s; AE
th,e;DH,AH;s; 
v,e,ss,e,l;V,EH,S,AH,L;s; 
o,f;AH,V;s; 
th,ei,r;DH,EH,R;s; 
b,l,oo,d;B,L,AH,D;s; 
m,i,n,g,l,e,d;M,IH,NG,G,AH,L,D;s; IH
w,i,th;W,IH,DH;s; IH
v,e,n,o,m;V,EH,N,AH,M;s; 
o,f;AH,V;s; 
a,s;AE,Z;s; AE
p,e,r,f,o,ce;P,ER,F,AO,R,S;s; AO
th,e;DH,AH;s; 
w,i,ll;W,IH,L;s; IH
p,ou,r;P,UW,R;s; UW
i,t;IH,T;s; IH
i,n;IH,N;s; IH
sh,a,ll;SH,AE,L;s; AE
n,e,v,e,r;N,e,V,ǝ,R;s; 
l,ea,k;L,IY,K;s; IY
i,t;IH,T;s; IH
d,o;D,OW;s; 
w,o,r,k;W,AO,R,K;s; AO
a,s;AE,Z;s; AE
a,s;AE,Z;s; AE
o,r;AO,R;s; AO
r,a,sh;R,AE,SH;s; AE
wh,h,y;ʍ,ǝ,IH;s; IH
a,r,t;AA,R,T;s; AA
th,ou;DH,AW;s; 
n,o,t;N,AA,T;s; AA
a,t;AE,T;s; AE
w,i,th;W,IH,DH;s; IH
h,i,m;HH,IH,M;s; IH
th,o,m,a,s;T,AA,M,AH,S;s; AA
a,n,d;AH,N,D;s; 
a,cc,o,m,p,a,n,ie,d;AH,K,AH,M,P,AH,N,IY,D;s; IY
th,ou;DH,AW;s; 
t,e,ll;T,EH,L;s; 
th,a,t;DH,AE,T;s; AE
m,o,s,t;M,OW,S,T;s; 
s,u,b,j,e,c,t;S,AH,B,JH,EH,K,T;s; 
i,s;IH,Z;s; IH
th,e;DH,AH;s; 
f,a,tt,e,s,t;F,AE,T,AH,S,T;s; AE
t,o;T,UW;s; UW
w,ee,d,s;W,IY,D,Z;s; IY
a,n,d;AH,N,D;s; 
h,e;HH,IY;s; IY
th,e;DH,AH;s; 
o,f;AH,V;s; 
m,y;M,AY;s; AY
y,ou,th;Y,UW,TH;s; UW
i,s;IH,Z;s; IH
o,v,e,r,s,p,r,ea,d;OW,V,ǝ,R,S,P,r,e,D;s; 
w,i,th;W,IH,DH;s; IH
th,e,m;DH,EH,M;s; 
th,e,r,e,f,re;DH,EH,R,F,AO,R;s; AO
m,y;M,AY;s; AY
g,r,ie,f;G,R,IY,F;s; IY
i,t,s,e,l,f;IH,T,S,EH,L,F;s; IH
th,e;DH,AH;s; 
o,f;AH,V;s; 
d,ea,th;D,EH,TH;s; 
th,e;DH,AH;s; 
b,l,oo,d;B,L,AH,D;s; 
w,ee,p,s;W,IY,P,S;s; IY
f,r,o,m;F,R,AH,M;s; 
m,y;M,AY;s; AY
h,ea,r,t;HH,AA,R,T;s; AA
wh,e,n;ʍ,e,N;s; 
i;AY;s; AY
d,o;D,OW;s; 
i,n;IH,N;s; IH
f,o,r,m,s;F,AO,R,M,Z;s; AO
a,n,d;AH,N,D;s; 
r,o,tt,e,n;R,AA,T,AH,N;s; AA
th,a,t;DH,AE,T;s; AE
y,ou;Y,UW;s; UW
sh,a,ll;SH,AE,L;s; AE
l,oo,k;L,UH,K;s; UH
u,p,o,n;AH,P,AA,N;s; AA
wh,e,n;ʍ,e,N;s; 
i;AY;s; AY
a,m;AE,M;s; AE
w,i,th;W,IH,DH;s; IH
m,y;M,AY;s; AY
f,o,r;F,AO,R;s; AO
wh,e,n;ʍ,e,N;s; 
h,i,s;HH,IH,Z;s; IH
h,a,th;HH,AE,TH;s; AE
n,o;N,OW;s; 
c,u,r,b;K,ɐ,R,B;s; 
wh,e,n;ʍ,e,N;s; 
a,n,d;AH,N,D;s; 
h,o,t;HH,AA,T;s; AA
b,l,oo,d;B,L,AH,D;s; 
h,i,s;HH,IH,Z;s; IH
wh,e,n;ʍ,e,N;s; 
m,ea,n,s;M,IY,N,Z;s; IY
a,n,d;AH,N,D;s; 
