w,e;W,IY;s; IY
sh,ie,l,d;SH,IY,L,D;s; IY
f,r,o,m;F,R,AH,M;s; 
e,v,e,n;IY,V,IH,N;s; IY,IH
h,e;HH,IY;s; IY
e,sc,a,p,e,s;IH,S,K,EH,P,S;s; IH
n,o,t;N,AA,T;s; AA
b,r,ea,k,s;B,R,EY,K,S;s; EY
th,e;DH,AH;s; 
o,f;AH,V;s; 
a,n,d;AH,N,D;s; 
a,l,m,o,s,t;AA,L,M,OW,S,T;s; AA
a,pp,ea,r,s;ǝ,P,IY,R,Z;s; IY
i,n;IH,N;s; IH
n,o;N,OW;s; 
m,y;M,AY;s; AY
l,o,r,d;L,AO,R,D;s; AO
y,ou;Y,UW;s; UW
n,o;N,OW;s; 
th,a,n;DH,AE,N;s; AE
b,u,t;B,AH,T;s; 
y,ou;Y,UW;s; UW
th,a,t;DH,AE,T;s; AE
n,o,t;N,AA,T;s; AA
t,o;T,UW;s; UW
n,o,t;N,AA,T;s; AA
th,e,m;DH,EH,M;s; 
a,n,d;AH,N,D;s; 
y,e,t;Y,EH,T;s; 
m,u,s,t;M,AH,S,T;s; 
p,e,r,f,o,ce;P,ER,F,AO,R,S;s; AO
b,e;B,IY;s; IY
th,ei,r;DH,EH,R;s; 
wh,e,r,eo,f;ʍ,EH,R,ɒ,V;s; 
m,y;M,AY;s; AY
m,o,s,t;M,OW,S,T;s; 
t,o;T,UW;s; UW
a,n,d;AH,N,D;s; 
t,o;T,UW;s; UW
b,ea,r;B,EH,R;s; 
th,e;DH,AH;s; 
b,a,ck;B,AE,K;s; AE
i,s;IH,Z;s; IH
t,o;T,UW;s; UW
l,oa,d;L,OW,D;s; 
b,y;B,AY;s; AY
y,ou;Y,UW;s; UW
o,r;AO,R;s; AO
y,ou;Y,UW;s; UW
s,u,ff,e,r;S,ɤ,F,ǝ,R;s; 
t,oo;T,UW;s; UW
a,n;AE,N;s; AE
i;AY;s; AY
a,m;AE,M;s; AE
t,oo;T,UW;s; UW
i,n;IH,N;s; IH
o,f;AH,V;s; 
y,ou,r;Y,AO,R;s; AO
b,u,t;B,AH,T;s; 
a,m;AE,M;s; AE
u,n,d,e,r;ɤ,N,D,ǝ,R;s; 
y,ou,r;Y,AO,R;s; AO
p,a,r,d,o,n;P,AA,R,D,ǝ,N;s; AA
th,e;DH,AH;s; 
g,r,ie,f;G,R,IY,F;s; IY
c,o,mm,i,ss,io,n,s;K,AH,M,IH,SH,AH,N,Z;s; IH
c,o,m,p,e,l,s;K,AH,M,P,EH,L,Z;s; 
f,r,o,m;F,R,AH,M;s; 
ea,ch;IY,CH;s; IY
th,e;DH,AH;s; 
p,a,r,t;P,AA,R,T;s; AA
o,f;AH,V;s; 
h,i,s;HH,IH,Z;s; IH
t,o;T,UW;s; UW
b,e;B,IY;s; IY
a,n,d;AH,N,D;s; 
th,e;DH,AH;s; 
f,o,r;F,AO,R;s; AO
th,i,s;DH,IH,S;s; IH
i,s;IH,Z;s; IH
y,ou,r;Y,AO,R;s; AO
w,a,r,s;W,AO,R,Z;s; AO
i,n;IH,N;s; IH
th,i,s;DH,IH,S;s; IH
b,o,l,d;B,OW,L,D;s; 
s,p,i,t;S,P,IH,T;s; IH
th,ei,r;DH,EH,R;s; 
d,u,t,ie,s;D,UW,T,IY,Z;s; UW,IY
ou,t;AW,T;s; 
a,n,d;AH,N,D;s; 
c,o,l,d;K,OW,L,D;s; 
h,ea,r,t,s;HH,AA,R,T,S;s; AA
i,n;IH,N;s; IH
th,e,m;DH,EH,M;s; 
th,ei,r;DH,EH,R;s; 
th,ei,r;DH,EH,R;s; 
d,i,d;D,IH,D;s; IH
a,n,d;AH,N,D;s; 
t,o;T,UW;s; UW
p,a,ss;P,AE,S;s; AE
th,i,s;DH,IH,S;s; IH
i,s;IH,Z;s; IH
a;AH;s; 
t,o;T,UW;s; UW
ea,ch;IY,CH;s; IY
w,i,ll;W,IH,L;s; IH
i;AY;s; AY
y,ou,r;Y,AO,R;s; AO
i,t;IH,T;s; IH
f,o,r;F,AO,R;s; AO
i,s;IH,Z;s; IH
n,o;N,OW;s; 
i;AY;s; AY
a,m;AE,M;s; AE
th,a,t;DH,AE,T;s; AE
th,e;DH,AH;s; 
o,f;AH,V;s; 
i,s;IH,Z;s; IH
r,u,n;r,ɤ,N;s; 
i,n;IH,N;s; IH
y,ou,r;Y,AO,R;s; AO
m,y;M,AY;s; AY
l,o,r,d;L,AO,R,D;s; AO
c,a,r,d,i,n,a,l;K,AA,R,D,AH,N,AH,L;s; AA
d,e,l,i,v,e,r;D,IH,L,IH,V,ǝ,R;s; IH,IH
a,ll;AA,L;s; AA
w,i,th;W,IH,DH;s; IH
ch,a,r,i,t,y;CH,EH,R,IH,T,IY;s; IH,IY
i,f;IH,F;s; IH
i;AY;s; AY
y,ou;Y,UW;s; UW
w,e,ll;W,EH,L;s; 
y,ou;Y,UW;s; UW
w,re;W,ER;s; 
th,e;DH,AH;s; 
a,n,d;AH,N,D;s; 
l,o,s,t;L,AO,S,T;s; AO
y,ou,r;Y,AO,R;s; AO
o,n;AA,N;s; AA
th,e;DH,AH;s; 
c,o,m,p,l,ai,n,t;K,ǝ,M,P,L,EH,N,T;s; 
t,e,n,a,n,t,s;T,EH,N,AH,N,T,S;s; 
g,oo,d;G,UH,D;s; UH
y,ou;Y,UW;s; UW
n,o,t;N,AA,T;s; AA
i,n;IH,N;s; IH
y,ou,r;Y,AO,R;s; AO
s,p,l,ee,n;S,P,L,IY,N;s; IY
a;AH;s; 
a,n,d;AH,N,D;s; 
y,ou,r;Y,AO,R;s; AO
n,o,b,l,e,r;N,OW,B,L,ǝ,R;s; 
s,ou,l;S,OW,L;s; 
i;AY;s; AY
y,e,s;Y,IH,S;s; IH
b,e,s,ee,ch;B,IY,S,IY,CH;s; IY,IY
y,ou;Y,UW;s; UW
g,o,d;G,AA,D;s; AA
m,e,n,d;M,EH,N,D;s; 
a,ll;AA,L;s; AA
i;AY;s; AY
y,ou;Y,UW;s; UW
d,o;D,OW;s; 
m,e;M,IY;s; IY
a,n,d;AH,N,D;s; 
a,n,d;AH,N,D;s; 
t,o;T,UW;s; UW
y,ou,r;Y,AO,R;s; AO
o,n;AA,N;s; AA
m,e;M,IY;s; IY
f,o,r;F,AO,R;s; AO
i;AY;s; AY
a,m;AE,M;s; AE
a;AH;s; 
m,o,s,t;M,OW,S,T;s; 
p,oo,r;P,UH,R;s; UH
w,o,m,a,n;W,UH,M,AH,N;s; UH
a,n,d;AH,N,D;s; 
a;AH;s; 
b,o,r,n;B,AO,R,N;s; AO
ou,t;AW,T;s; 
o,f;AH,V;s; 
y,ou,r;Y,AO,R;s; AO
n,o;N,OW;s; 
j,u,ge;JH,AH,JH;s; 
n,o,r;N,AO,R;s; AO
n,o;N,OW;s; 
o,f;AH,V;s; 
f,r,ie,n,d,sh,i,p;F,R,EH,N,D,SH,IH,P;s; IH
a,n,d;AH,N,D;s; 
a,l,a,s;AH,L,AE,S;s; AE
i,n;IH,N;s; IH
wh,a,t;W,AH,T;s; 
i;AY;s; AY
o,ff,e,n,d,e,d;AH,F,EH,N,D,AH,D;s; 
y,ou;Y,UW;s; UW
wh,a,t;W,AH,T;s; 
h,a,th;HH,AE,TH;s; AE
m,y;M,AY;s; AY
b,e,h,a,v,io,r;B,IH,HH,EY,V,Y,ER;s; IH,EY
g,i,v,e,n;G,IH,V,AH,N;s; IH
t,o;T,UW;s; UW
y,ou,r;Y,AO,R;s; AO
th,a,t;DH,AE,T;s; AE
th,u,s;DH,ɤ,S;s; 
y,ou;Y,UW;s; UW
p,r,o,c,ee,d;P,R,AH,S,IY,D;s; IY
t,o;T,UW;s; UW
p,u,t;P,UH,T;s; UH
m,e;M,IY;s; IY
o,ff;AO,F;s; AO
a,n,d;AH,N,D;s; 
y,ou,r;Y,AO,R;s; AO
g,oo,d;G,UH,D;s; UH
f,r,o,m;F,R,AH,M;s; 
m,e;M,IY;s; IY
h,ea,v,e,n;HH,EH,V,AH,N;s; 
w,i,t,n,e,ss;W,IH,T,N,AH,S;s; IH
i;AY;s; AY
b,ee,n;B,IH,N;s; IH
t,o;T,UW;s; UW
y,ou;Y,UW;s; UW
a;AH;s; 
t,r,ue;T,R,UW;s; UW
a,n,d;AH,N,D;s; 
a,t;AE,T;s; AE
a,ll;AA,L;s; AA
t,o;T,UW;s; UW
y,ou,r;Y,AO,R;s; AO
w,i,ll;W,IH,L;s; IH
i,n;IH,N;s; IH
f,ea,r;F,IY,R;s; IY
t,o;T,UW;s; UW
y,ou,r;Y,AO,R;s; AO
y,ea;Y,EH;s; 
s,u,b,j,e,c,t;S,AH,B,JH,EH,K,T;s; 
t,o;T,UW;s; UW
y,ou,r;Y,AO,R;s; AO
g,l,a,d;G,L,AE,D;s; AE
o,r;AO,R;s; AO
a,s;AE,Z;s; AE
i;AY;s; AY
i,t;IH,T;s; IH
wh,e,n;ʍ,e,N;s; 
w,a,s;W,AA,Z;s; AA
th,e;DH,AH;s; 
i;AY;s; AY
c,o,n,t,r,a,d,i,c,t,e,d;K,AA,N,T,R,AH,D,IH,K,T,AH,D;s; AA,IH
y,ou,r;Y,AO,R;s; AO
o,r;AO,R;s; AO
i,t;IH,T;s; IH
n,o,t;N,AA,T;s; AA
t,oo;T,UW;s; UW
o,r;AO,R;s; AO
o,f;AH,V;s; 
y,ou,r;Y,AO,R;s; AO
f,r,ie,n,d,s;F,R,EH,N,D,Z;s; 
i;AY;s; AY
n,o,t;N,AA,T;s; AA
t,o;T,UW;s; UW
i;AY;s; AY
h,e;HH,IY;s; IY
w,re;W,ER;s; 
e,n,e,m,y;EH,N,AH,M,IY;s; IY
wh,a,t;W,AH,T;s; 
f,r,ie,n,d;F,R,EH,N,D;s; 
o,f;AH,V;s; 
th,a,t;DH,AE,T;s; AE
h,a,d;HH,AE,D;s; AE
t,o;T,UW;s; UW
h,i,m;HH,IH,M;s; IH
d,e,r,i,v,e,d;D,IH,r,ǝ,IH,V,D;s; IH,IH
y,ou,r;Y,AO,R;s; AO
a,n,g,e,r;AW,NG,ɡ,ǝ,R;s; 
d,i,d;D,IH,D;s; IH
i;AY;s; AY
i,n;IH,N;s; IH
m,y;M,AY;s; AY
l,i,k,i,n,g;L,ǝ,IH,K,IH,N;s; IH,IH
h,e;HH,IY;s; IY
w,a,s;W,AA,Z;s; AA
f,r,o,m;F,R,AH,M;s; 
c,a,ll;K,AO,L;s; AO
t,o;T,UW;s; UW
th,a,t;DH,AE,T;s; AE
i;AY;s; AY
b,ee,n;B,IH,N;s; IH
y,ou,r;Y,AO,R;s; AO
i,n;IH,N;s; IH
th,i,s;DH,IH,S;s; IH
o,f;AH,V;s; 
y,ea,r,s;Y,IH,R,Z;s; IH
a,n,d;AH,N,D;s; 
b,ee,n;B,IH,N;s; IH
b,l,e,ss,e,d;B,L,e,S,IH,D;s; IH
w,i,th;W,IH,DH;s; IH
ch,i,l,d,r,e,n;CH,IH,L,D,R,AH,N;s; IH
b,y;B,AY;s; AY
y,ou;Y,UW;s; UW
i,f;IH,F;s; IH
i,n;IH,N;s; IH
th,e;DH,AH;s; 
a,n,d;AH,N,D;s; 
p,r,o,c,e,ss;P,r,OW,S,e,S;s; 
o,f;AH,V;s; 
th,i,s;DH,IH,S;s; IH
y,ou;Y,UW;s; UW
c,a,n;K,AE,N;s; AE
r,e,p,o,r,t;r,IH,P,AO,R,T;s; IH,AO
a,n,d;AH,N,D;s; 
i,t;IH,T;s; IH
t,oo;T,UW;s; UW
a,g,ai,n,s,t;AH,G,EH,N,S,T;s; 
m,y;M,AY;s; AY
b,o,n,d;B,AA,N,D;s; AA
t,o;T,UW;s; UW
w,e,d,l,o,ck;W,EH,D,L,AA,K;s; AA
o,r;AO,R;s; AO
m,y;M,AY;s; AY
a,n,d;AH,N,D;s; 
d,u,t,y;D,UW,T,IY;s; UW,IY
a,g,ai,n,s,t;AH,G,EH,N,S,T;s; 
y,ou,r;Y,AO,R;s; AO
s,a,c,r,e,d;S,EY,K,R,AH,D;s; EY
i,n;IH,N;s; IH
t,u,r,n;T,ɐ,R,N;s; 
m,e;M,IY;s; IY
a,n,d;AH,N,D;s; 
l,e,t;L,EH,T;s; 
th,e;DH,AH;s; 
sh,u,t;SH,AH,T;s; 
d,oo,r;D,AO,R;s; AO
u,p,o,n;AH,P,AA,N;s; AA
m,e;M,IY;s; IY
a,n,d;AH,N,D;s; 
s,o;S,OW;s; 
m,e;M,IY;s; IY
u,p;AH,P;s; 
t,o;T,UW;s; UW
th,e;DH,AH;s; 
o,f;AH,V;s; 
y,ou;Y,UW;s; UW
th,e;DH,AH;s; 
y,ou,r;Y,AO,R;s; AO
w,a,s;W,AA,Z;s; AA
f,o,r;F,AO,R;s; AO
a;AH;s; 
m,o,s,t;M,OW,S,T;s; 
p,r,u,d,e,n,t;P,R,UW,D,AH,N,T;s; UW
o,f;AH,V;s; 
a,n;AE,N;s; AE
a,n,d;AH,N,D;s; 
w,i,t;W,IH,T;s; IH
a,n,d;AH,N,D;s; 
m,y;M,AY;s; AY
o,f;AH,V;s; 
s,p,ai,n;S,P,EH,N;s; 
w,a,s;W,AA,Z;s; AA
th,e;DH,AH;s; 
w,i,s,e,s,t;W,AY,Z,AH,S,T;s; AY
th,a,t;DH,AE,T;s; AE
h,a,d;HH,AE,D;s; AE
b,y;B,AY;s; AY
a;AH;s; 
y,ea,r;Y,IH,R;s; IH
i,t;IH,T;s; IH
i,s;IH,Z;s; IH
n,o,t;N,AA,T;s; AA
t,o;T,UW;s; UW
b,e;B,IY;s; IY
q,ue,s,t,io,n,e,d;K,W,EH,S,CH,AH,N,D;s; 
th,a,t;DH,AE,T;s; AE
h,a,d;HH,AE,D;s; AE
a;AH;s; 
t,o;T,UW;s; UW
th,e,m;DH,EH,M;s; 
o,f;AH,V;s; 
e,v,e,r,y;e,V,r,ǝ,IH;s; IH
r,ea,l,m;R,EH,L,M;s; 
th,a,t;DH,AE,T;s; AE
d,i,d;D,IH,D;s; IH
th,i,s;DH,IH,S;s; IH
wh,o;HH,UW;s; UW
ou,r;OW,R;s; 
i;AY;s; AY
h,u,m,b,l,y;HH,AH,M,B,L,IY;s; IY
b,e,s,ee,ch;B,IY,S,IY,CH;s; IY,IY
y,ou;Y,UW;s; UW
t,o;T,UW;s; UW
m,e;M,IY;s; IY
t,i,ll;T,IH,L;s; IH
i;AY;s; AY
b,e;B,IY;s; IY
b,y;B,AY;s; AY
m,y;M,AY;s; AY
f,r,ie,n,d,s;F,R,EH,N,D,Z;s; 
i,n;IH,N;s; IH
s,p,ai,n;S,P,EH,N;s; 
a,d,v,i,s,e,d;ǝ,D,V,ǝ,IH,Z,D;s; IH
i;AY;s; AY
w,i,ll;W,IH,L;s; IH
i,f;IH,F;s; IH
n,o,t;N,AA,T;s; AA
o,f;AH,V;s; 
g,o,d;G,AA,D;s; AA
y,ou,r;Y,AO,R;s; AO
p,l,ea,s,re;P,L,EH,ZH,ER;s; 
b,e;B,IY;s; IY
l,o,r,d;L,AO,R,D;s; AO
c,a,r,d,i,n,a,l;K,AA,R,D,AH,N,AH,L;s; AA
t,o;T,UW;s; UW
y,ou;Y,UW;s; UW
i;AY;s; AY
s,p,ea,k;S,P,IY,K;s; IY
i;AY;s; AY
a,m;AE,M;s; AE
t,o;T,UW;s; UW
w,ee,p;W,IY,P;s; IY
b,u,t;B,AH,T;s; 
th,a,t;DH,AE,T;s; AE
w,e;W,IY;s; IY
a;AH;s; 
o,r;AO,R;s; AO
s,o;S,OW;s; 
c,e,r,t,ai,n;S,ɐ,R,T,ǝ,N;s; 
th,e;DH,AH;s; 
o,f;AH,V;s; 
a;AH;s; 
m,y;M,AY;s; AY
d,r,o,p,s;D,R,AA,P,S;s; AA
o,f;AH,V;s; 
t,ea,r,s;T,EH,R,Z;s; 
t,u,r,n;T,ɐ,R,N;s; 
t,o;T,UW;s; UW
s,p,a,r,k,s;S,P,AA,R,K,S;s; AA
o,f;AH,V;s; 
i;AY;s; AY
w,i,ll;W,IH,L;s; IH
wh,e,n;ʍ,e,N;s; 
y,ou;Y,UW;s; UW
o,r;AO,R;s; AO
g,o,d;G,AA,D;s; AA
w,i,ll;W,IH,L;s; IH
p,u,n,i,sh;P,ɤ,N,IH,SH;s; IH
m,e;M,IY;s; IY
i;AY;s; AY
d,o;D,OW;s; 
b,y;B,AY;s; AY
p,o,t,e,n,t;P,OW,T,ǝ,N,T;s; 
th,a,t;DH,AE,T;s; AE
y,ou;Y,UW;s; UW
e,n,e,m,y;EH,N,AH,M,IY;s; IY
a,n,d;AH,N,D;s; 
m,y;M,AY;s; AY
y,ou;Y,UW;s; UW
sh,a,ll;SH,AE,L;s; AE
n,o,t;N,AA,T;s; AA
b,e;B,IY;s; IY
m,y;M,AY;s; AY
j,u,ge;JH,AH,JH;s; 
f,o,r;F,AO,R;s; AO
i,t;IH,T;s; IH
i,s;IH,Z;s; IH
y,ou;Y,UW;s; UW
th,i,s;DH,IH,S;s; IH
c,oa,l;K,OW,L;s; 
m,y;M,AY;s; AY
l,o,r,d;L,AO,R,D;s; AO
a,n,d;AH,N,D;s; 
m,e;M,IY;s; IY
d,e,w;D,Y,UW;s; UW
th,e,r,e,f,re;DH,EH,R,F,AO,R;s; AO
i;AY;s; AY
a,g,ai,n;ǝ,ɡ,EH,N;s; 
i;AY;s; AY
y,ea;Y,EH;s; 
f,r,o,m;F,R,AH,M;s; 
m,y;M,AY;s; AY
s,ou,l;S,OW,L;s; 
y,ou;Y,UW;s; UW
f,o,r;F,AO,R;s; AO
m,y;M,AY;s; AY
j,u,ge;JH,AH,JH;s; 
wh,o,m;HH,UW,M;s; UW
y,e,t;Y,EH,T;s; 
i;AY;s; AY
m,y;M,AY;s; AY
m,o,s,t;M,OW,S,T;s; 
m,a,l,i,c,iou,s;M,AH,L,IH,SH,AH,S;s; IH
f,oe;F,OW;s; 
a,n,d;AH,N,D;s; 
th,i,n,k;TH,IH,NG,K;s; IH
n,o,t;N,AA,T;s; AA
a,t;AE,T;s; AE
a,ll;AA,L;s; AA
a;AH;s; 
f,r,ie,n,d;F,R,EH,N,D;s; 
t,o;T,UW;s; UW
t,r,u,th;T,R,UW,TH;s; UW
m,y;M,AY;s; AY
l,o,r,d;L,AO,R,D;s; AO
m,y;M,AY;s; AY
l,o,r,d;L,AO,R,D;s; AO
i;AY;s; AY
a,m;AE,M;s; AE
a;AH;s; 
w,o,m,a,n;W,UH,M,AH,N;s; UH
t,oo;T,UW;s; UW
w,ea,k;W,IY,K;s; IY
y,ou,r;Y,AO,R;s; AO
y,ou,re;Y,UH,R;s; UH
m,ee,k;M,IY,K;s; IY
a,n,d;AH,N,D;s; 
h,u,m,b,l,e,-,m,ou,th,e,d;ɤ,M,B,ǝ,L,-,ˌ,M,ǝ,UH,DH,D;s; UH
y,ou;Y,UW;s; UW
s,i,g,n;S,ǝ,IH,N;s; IH
y,ou,r;Y,AO,R;s; AO
a,n,d;AH,N,D;s; 
i,n;IH,N;s; IH
f,u,ll;F,UH,L;s; UH
w,i,th;W,IH,DH;s; IH
a,n,d;AH,N,D;s; 
b,u,t;B,AH,T;s; 
y,ou,r;Y,AO,R;s; AO
h,ea,r,t;HH,AA,R,T;s; AA
i,s;IH,Z;s; IH
w,i,th;W,IH,DH;s; IH
s,p,l,ee,n;S,P,L,IY,N;s; IY
a,n,d;AH,N,D;s; 
y,ou;Y,UW;s; UW
b,y;B,AY;s; AY
a,n,d;AH,N,D;s; 
h,i,s;HH,IH,Z;s; IH
s,t,e,p,s;S,T,EH,P,S;s; 
a,n,d;AH,N,D;s; 
y,ou,r;Y,AO,R;s; AO
a,n,d;AH,N,D;s; 
y,ou,r;Y,AO,R;s; AO
d,o,m,e,s,t,i,c,s;D,AH,M,EH,S,T,IH,K,S;s; IH
t,o;T,UW;s; UW
y,ou;Y,UW;s; UW
s,e,ve;S,ER,V;s; 
y,ou,r;Y,AO,R;s; AO
w,i,ll;W,IH,L;s; IH
a,s;AE,Z;s; AE
th,ei,r;DH,EH,R;s; 
i;AY;s; AY
m,u,s,t;M,AH,S,T;s; 
t,e,ll;T,EH,L;s; 
y,ou;Y,UW;s; UW
y,ou;Y,UW;s; UW
t,e,n,d,e,r;T,e,N,D,ǝ,R;s; 
y,ou,r;Y,AO,R;s; AO
th,a,n;DH,AE,N;s; AE
y,ou,r;Y,AO,R;s; AO
th,a,t;DH,AE,T;s; AE
a,g,ai,n;ǝ,ɡ,EH,N;s; 
i;AY;s; AY
d,o;D,OW;s; 
y,ou;Y,UW;s; UW
f,o,r;F,AO,R;s; AO
m,y;M,AY;s; AY
j,u,ge;JH,AH,JH;s; 
a,n,d;AH,N,D;s; 
y,ou;Y,UW;s; UW
a,ll;AA,L;s; AA
a,pp,ea,l;ǝ,P,IY,L;s; IY
u,n,t,o;AH,N,T,UW;s; UW
th,e;DH,AH;s; 
t,o;T,UW;s; UW
m,y;M,AY;s; AY
h,i,s;HH,IH,Z;s; IH
a,n,d;AH,N,D;s; 
t,o;T,UW;s; UW
b,e;B,IY;s; IY
b,y;B,AY;s; AY
h,i,m;HH,IH,M;s; IH
wh,a,t;W,AH,T;s; 
n,ee,d;N,IY,D;s; IY
y,ou;Y,UW;s; UW
i,t;IH,T;s; IH
y,ou;Y,UW;s; UW
k,ee,p;K,IY,P;s; IY
y,ou,r;Y,AO,R;s; AO
wh,e,n;ʍ,e,N;s; 
y,ou;Y,UW;s; UW
r,e,t,u,r,n;r,IH,T,ɐ,R,N;s; IH
th,e;DH,AH;s; 
l,o,r,d;L,AO,R,D;s; AO
m,e;M,IY;s; IY
p,a,s,t;P,AW,S,T;s; 
m,y;M,AY;s; AY
y,ou;Y,UW;s; UW
p,a,ss;P,AE,S;s; AE
o,n;AA,N;s; AA
i;AY;s; AY
w,i,ll;W,IH,L;s; IH
n,o,t;N,AA,T;s; AA
t,a,rr,r,y;T,AW,r,ǝ,IH;s; IH
n,o;N,OW;s; 
n,o,r;N,AO,R;s; AO
u,p,o,n;AH,P,AA,N;s; AA
th,i,s;DH,IH,S;s; IH
m,y;M,AY;s; AY
i,n;IH,N;s; IH
o,f;AH,V;s; 
th,ei,r;DH,EH,R;s; 
c,ou,r,t,s;K,AO,R,T,S;s; AO
m,y;M,AY;s; AY
s,ou,l;S,OW,L;s; 
s,a,d;S,AE,D;s; AE
w,i,th;W,IH,DH;s; IH
t,r,ou,b,l,e,s;T,r,ɤ,B,ǝ,L,Z;s; 
a,n,d;AH,N,D;s; 
i,f;IH,F;s; IH
th,ou;DH,AW;s; 
s,p,ea,k;S,P,IY,K;s; IY
w,i,th;W,IH,DH;s; IH
m,e;M,IY;s; IY
th,ei,r;DH,EH,R;s; 
g,r,a,c,e,s;G,R,EY,S,IH,Z;s; EY,IH
t,o;T,UW;s; UW
n,ea,r;N,IY,R;s; IY
wh,a,t;W,AH,T;s; 
c,a,n;K,AE,N;s; AE
b,e;B,IY;s; IY
th,ei,r;DH,EH,R;s; 
w,i,th;W,IH,DH;s; IH
m,e;M,IY;s; IY
a;AH;s; 
p,oo,r;P,UH,R;s; UH
w,ea,k;W,IY,K;s; IY
w,o,m,a,n;W,UH,M,AH,N;s; UH
f,r,o,m;F,R,AH,M;s; 
i;AY;s; AY
d,o;D,OW;s; 
n,o,t;N,AA,T;s; AA
th,ei,r;DH,EH,R;s; 
i;AY;s; AY
th,i,n,k;TH,IH,NG,K;s; IH
o,n;AA,N;s; AA
b,e;B,IY;s; IY
g,oo,d;G,UH,D;s; UH
m,e,n;M,EH,N;s; 
th,ei,r;DH,EH,R;s; 
a,ff,ai,r,s;AH,F,EH,R,Z;s; 
a,s;AE,Z;s; AE
b,u,t;B,AH,T;s; 
a,ll;AA,L;s; AA
h,oo,d,s;HH,UH,D,Z;s; UH
n,o,t;N,AA,T;s; AA
m,o,n,k,s;M,ɤ,NG,K,S;s; 
y,ou,r;Y,AO,R;s; AO
g,r,a,c,e,s;G,R,EY,S,IH,Z;s; EY,IH
m,e;M,IY;s; IY
p,a,r,t;P,AA,R,T;s; AA
o,f;AH,V;s; 
a;AH;s; 
h,ou,s,e,w,fe;HH,AW,S,W,AY,F;s; AY
i;AY;s; AY
b,e;B,IY;s; IY
a,ll;AA,L;s; AA
a,g,ai,n,s,t;AH,G,EH,N,S,T;s; 
th,e;DH,AH;s; 
w,o,r,s,t;W,AO,R,S,T;s; AO
h,a,pp,e,n;HH,AE,P,AH,N;s; AE
wh,a,t;W,AH,T;s; 
y,ou,r;Y,AO,R;s; AO
w,i,th;W,IH,DH;s; IH
m,e;M,IY;s; IY
l,o,r,d,s;L,AO,R,D,Z;s; AO
s,p,ea,k;S,P,IY,K;s; IY
i,t;IH,T;s; IH
i;AY;s; AY
y,e,t;Y,EH,T;s; 
m,y;M,AY;s; AY
