     = 
					  - Jovem accusative     ˈDZHOW:VeM
Labienus     ˌLAWBIHˈEH::NǝS
Laertes     LEH::ˈɐ:RTIY:Z
Lammas Eve     ˈLAWMǝS ˈIY:V
Lamord     LAWˈMAO:R
Lancaster     ˈLAWNGKAWSTǝR
Langley     ˈLAWNGLǝIH
Lapland     =
Latin     =
Launce     LAO:NS
Laura     =
Lavatch     LAWˈVAWTSH
Lavinia     =
Lawrence     = 
Lazarus     ˈLAWZrǝS
Le Beau     LǝˈBOW:
Leander     LIHˈAWNDǝR
Lear    LIY:R
Leda    ˈLIY:Dǝ
Leicester     ˈLeSTǝR
Lena     ˈLIY:Nǝ
Lent     =
Leonardo     LIHǝˈNAA:RDOW:
Leonato    LIHǝˈNAA:TOW:
Leontes     LIHˈɒNTIY:Z
Lepidus    ˈLePIHDǝS
Lestrale    LǝˈSTrAWL
Lethied     ˈLIY:THIY:D
Ligarius     LIHˈGAWrIHǝS
Limander     LIHˈMAWNDǝR
Lincoln     =
Lipsbury     ˈLIHPSBrǝIH
Lisio     ˈLIHSIHOW:
Lodovico     ˌLɒDǝˈVIY:KOW:
Lombardy    ˈLɤMBǝRˌDǝIH
London Bridge     ˌLɤNDǝN ˈBrIHDZH
Longaville     ˈLɒNGGǝˌVIHL
Lorraine     ˈLɒrǝN
Louvre     ˈLUW:Vrǝ
Lovell    ˈLɤVǝL
Luc     IHˈFeKTIHN
Luc ~ed    KǝMˈPAWKTIHD
Luc ~eth     = 
Luc ~ethed    LǝIHTIHD
Luc ~ething     ˈSTIY:LIHN
Luc ~ing    rIHˈSɒLVIHN
Luc ~ingd    rIHˈSɒLVD
Luc ~inged    DIHˈLǝIHTIHD
Luc ~s     = 
Luc ~th     ˈSMǝIHTǝTH 
Luccicos     ˈLUW:TSHIHKǝS
Luce      LUW:S
Luced     =
Lucetta     LUHˈTSHeTǝ
Lucianus     LUHSIHˈAWNǝS
Lucilius     LUHˈSIHLIHǝS
Lucio    ˈLUW:SIHOW:
Lucios    ˈLUW:SIHOW:Z
Lucy     ˈLUW:SǝIH
Lud’s-town    ˈLɤDZˌTǝUHN
Luke     =
Luna     ˈLUW:Nǝ
Lupercal     ˈLUW:PǝRˌKAAL
M      ˈeM
Macbeth     =
Macdonwald     MǝKˈDɒNǝLD
Machiavel    ˈMAWTSHǝˌVIHL
Macmorris     =
Madonna     =
Mahomet    ˈMAA:ǝˌMeT
Maid Marian     ˌMEH::D ˈMAWrIHǝN
Maine     MEH::N
Malcolm     =
Mall    MɒL
Malmsey     ˈMAO:MZǝIH
Malvolio    AWLˈVOW:LIHOW:
Mantuan     ˈMAWNTYUHǝN
Marcade     MAA:RˈKAWD
Marcellae     MAA:RˈSeLe
March     MAA:RTSH 
March-chick     ˈMAA:RTSH-ˈTSHIHK
Marches     ˈMAA:RTSHIHZ
Mardian     ˈMAA:RDIHǝN
Margarelon     ˌMAA:RGǝˈreLǝN
Maria    MǝˈrǝIHǝ
Mariana    ˌMAWrIHˈAWNǝ
Mars     MAA:RZ 
Martext     ˈMAA:RTeKST
Martino     MAA:RˈTIY:NOW:
Martlemass     ˈMAA:RTLMǝS
Mary     ˈMEH::rǝIH
Mass     MAWS
Maud     =
May-morn     ˈMEH::-ˌMAO:RN
Medea     MǝˈDIY:ǝ
Mediterraneum     ˌMeDIHˈTrEH::NIHǝM
Menas     ˈMeNǝS
Menon     ˈMeNǝN
Mephistophilus     ˌMeFIHˈSTɒFIHLǝS
Mercutio    ǝRˈKYUW:SIHOW:
Meriman     =
Messala     MǝˈSAA:Lǝ
Mexico     ˈMeKSIHKOW:
Michael     ˈMǝIHKǝL
Midas     ˈMǝIHDǝS
Mile End     ˌMǝIHLˈeND
Milford     ˈMIHLFǝRD
Milo     ˈMǝIHLOW:
Miranda     =
Misena     MIHˈSIY:Nǝ
Mithridates     ˌMIHTrIHˈDAA:TIY:Z
Mockwater     ˈMɒKWAA:TǝR
Modena     MǝˈDIY:Nǝ
Mome     MOW:M
Monmouth     ˈMɒNMǝTH
Montacute     ˈMɒNTǝˌKYUW:T
Montano     MɒNˈTAA:NOW:
Montgomery    ɒNTˈGɒMǝˌrǝIH
Moor    MOW:R
Moore      MOW:R
Moors    MOW:RZ
Mopsa     ˈMɒPSǝ
Mordake     ˈMAO:RDEH::K
Morgan     ˈMAO:RGǝN
Morocco     MǝˈrɒKOW:
Mortimer    ˈMAO:RTIHMǝR
Mortimers    ˈMAO:RTIHMǝRZ
Moth      MOW:TH
Mouldy      ˈMOW:LDǝIH
Mountanto     MɒNˈTAWNTOW:
Mowbray    ˈMOW:BrEH::
Murray     ˈMɤrEH::
Muscadel     ˌMɤSKǝˈDeL
Muscovy    ˈMɤSKǝˌVǝIH
Muskos     ˈMɤSKɒS
Mustardseed      ˈMɤSTǝRDˌSIY:D
Mytilene Per    ˈMIHTǝˌLIHN
Naiades     ˈNǝIHǝˌDIY:Z
Nan     =
Naps      =
Narcissus     NAA:RˈSIHSǝS
Nazarite     ˈNAWZǝˌrǝIHT
Neapolitan     =
Neapolitans     = 
Nebuchadnezzar     NǝˌBUHKǝDˈNeZǝR
Nemean     ˈNIY:MIHǝN
Neoptolymus     ˌNIY:ǝPˈTɒLIHMǝS
Neptune    ˈNePTYǝN
Nerissa    NǝˈrIHSǝ
Nestor-like     ˈNeSTǝR-ˌLǝIHK
Nicanor     NIHˈKEH::NǝR
Nick      =
Nightwork      ˈNǝIHTWAO:RK
Nile     NǝIHL
Nilus     ˈNǝIHLǝS
Noah    ˈNOW:ǝ
Norbery     ˈNAO:RBrǝIH
Norman     ˈNAO:RMǝN
Normandy    ˈNAO:RMǝNˌDǝIH
Northampton     NAO:RˈTHAWMTǝN
Norwayan     NAO:RˈWEH::ǝN
Nuntius     ˈNɤNSIHǝS
Nym     =
O     OW:
Olympian     =
Ophelia     =
Orion     ǝˈrǝIHǝN
Orlando     AO:RˈLAWNDOW:
Osric     =
Othello    ǝˈTHeLOW:
Overdone    ˈOW:VǝRDǝN
Ovidius     ǝˈVIHDIHǝS
Owen     ˈOW:IHN
Oxford     ˈɒKSFǝRD
P      =
P s     = 
PP ~d     ˈSHEH::DIHD
PP ~ing     ˈNIY:DIHN
PP ~inged     =
PP ~s     = 
Pacorus     PǝˈKAO:rǝS
Paddock      =
Page     PEH::DZH 
Palamedes     ˌPAWLAWˈMIY:DIY:Z
Palentine     ˈPAWLǝNTǝIHN
Pallas     ˈPAWLǝS
Pansa     ˈPAWNSǝ
Paphos     ˈPAWFɒS
Parisian     =
Parisians     = 
Parson      ˈPEH::RSǝN
Parthian     ˈPAA:RTIHǝN
Partlet     ˈPAA:RTLǝT
Patrick     =
Patroclus     PǝˈTrɒKLǝS
Paulina    PɒˈLǝIHNǝ
Pecke      =
Pedro     ˈPeDrOW:
Pegasus    ˈPeGǝˌSɤS
Pelion     ˈPIY:LIHǝN
Peloponnesus     ˌPeLǝPǝˈNIY:SǝS
Pendragon     PeNˈDrAWGǝN
Pentecost     =
Pepin    ˈPePIHN
Per     DrǝUHTH
Perdita    ˈPɐ:RDIHˌTAW
Peregenia     ˌPerIHˈDZHeNIHǝ
Perigort     ˈPerIHˌGAO:RT
Persia     ˈPɐ:RSIHǝ
Petrarch     ˈPeTrAA:RK
Pharamond     ˈFAWrǝˌMɒND
Pharsalia     FǝRˈSAWLIHǝ
Philadelphos     ˌFIHLǝˈDeLFǝS
Philarmonus     ˌFIHLǝRˈMɒNǝS
Philip     =
Phillida     ˈFIHLIHDǝ
Philo     ˈFǝIHLOW:
Philomela     ˌFIHLǝˈMIY:Lǝ
Philostrate    ˈFIHLǝˌSTrEH::
Phoebus     ˈFIY:BǝS
Phoenix      =
Phrygian     ˈFrIHDZHIHǝN
Pickbone      ˈPIHKBOW:N
Pickt-hatch      ˈPIHKT-ˌAWTSH
Pigrogromitus     ˌPIHGrǝˈGrɒMIHTǝS
Pilate    ˈPǝIHLǝT
Pilates    ˈPǝIHLǝTS
Pillicock     ˈPIHLIHKɒK
Pimpernell    ˈPIHMPǝRˌNeL
Pinch      =
Pindarus    ˈPIHNDǝˌrɤS
Pisa     =
Pistol-proof     =
Plantagenet    PLAWNˈTAWDZHIHˌNeT
Plantagenets    PLAWNˈTAWDZHIHˌNeTS
Plautus     ˈPLAO:TǝS
Pleb     =
Plebeii     ˈPLeBǝIHˌIY:
Plebs     = 
Plutus     ˈPLUW:TǝS
Po     POW:
Poins     PǝIHNZ
Polack     ˈPOW:LǝK
Polixena     PǝˈLIHKSǝˌNAW
Polyxenes     PǝˈLIHKSǝˌNIY:Z
